id,Model name,Process,TDP,Release Year
1255,Intel Core i3-2120T,32,35,2011
1256,Intel Core i3-2125,32,65,2011
1257,Intel Core i3-2130,32,65,2011
1258,Intel Core i3-2310E,32,35,2011
1259,Intel Core i3-2310M,32,35,2011
1260,Intel Core i3-2310M,32,35,2011
1261,Intel Core i3-2312M,32,35,2011
1262,Intel Core i3-2312M,32,35,2011
1263,Intel Core i3-2328M,32,35,2012
1264,Intel Core i3-2330E,32,35,2011
1265,Intel Core i3-2330M,32,35,2011
1266,Intel Core i3-2330M,32,35,2011
1267,Intel Core i3-2332M,32,35,2011
1268,Intel Core i3-2340UE,32,17,2011
1269,Intel Core i3-2350M,32,35,2011
1270,Intel Core i3-2357M,32,17,2011
1271,Intel Core i3-2367M,32,17,2011
1272,Intel Core i3-2370M,32,35,2012
1273,Intel Core i3-2377M,32,17,2012
1274,Intel Core i3-3110M,22,35,2012
1275,Intel Core i3-3110M,22,35,2012
1276,Intel Core i3-3120M,22,35,2012
1277,Intel Core i3-3120M,22,35,2012
1278,Intel Core i3-3120ME,22,35,2012
1279,Intel Core i3-3130M,22,35,2013
1280,Intel Core i3-3210,22,55,2013
1281,Intel Core i3-3217U,22,17,2012
1282,Intel Core i3-3217UE,22,17,2012
1283,Intel Core i3-3220,22,55,2012
1284,Intel Core i3-3220T,22,35,2012
1285,Intel Core i3-3225,22,55,2012
1286,Intel Core i3-3227U,22,17,2013
1287,Intel Core i3-3229Y,22,13,2013
1288,Intel Core i3-3240,22,55,2012
1289,Intel Core i3-3240T,22,35,2012
1290,Intel Core i3-350M,32,35,2010
1291,Intel Core i3-370M,32,35,2010
1292,Intel Core i3-380M,32,35,2010
1293,Intel Core i3-390M,32,35,2011
1294,Intel Core i3-4000M,22,37,2013
1295,Intel Core i3-4005U,22,15,2013
1296,Intel Core i3-4010U,22,15,2013
1297,Intel Core i3-4010Y,22,12,2013
1298,Intel Core i3-4100E,22,37,2013
1299,Intel Core i3-4100U,22,15,2013
1300,Intel Core i3-4102E,22,25,2013
1301,Intel Core i3-4130,22,54,2013
1302,Intel Core i3-4130T,22,35,2013
1303,Intel Core i3-4150T,22,35,2014
1304,Intel Core i3-4158U,22,28,2013
1305,Intel Core i3-4160,22,54,2014
1306,Intel Core i3-4160T,22,35,2014
1307,Intel Core i3-4330,22,54,2013
1308,Intel Core i3-4330T,22,35,2013
1309,Intel Core i3-4340,22,54,2013
1310,Intel Core i3-4350,22,54,2014
1311,Intel Core i3-4360,22,54,2014
1312,Intel Core i3-4360T,22,35,2014
1313,Intel Core i3-4370,22,54,2014
1314,Intel Core i3-4370,22,54,2014
1315,Intel Core i3-5005U,14,15,2015
1316,Intel Core i3-5010U,14,15,2015
1317,Intel Core i3-5157U,14,28,2015
1318,Intel Core i3-530,32,73,2010
1319,Intel Core i3-540,32,73,2010
1320,Intel Core i3-550,32,73,2010
1321,Intel Core i3-560,32,73,2010
1322,Intel Core i3-6100,14,51,2015
1323,Intel Core i3-6300,14,51,2015
1324,Intel Core i3-6320,14,51,2015
1325,Intel Core i3-7100,14,51,2017
1326,Intel Core i3-7100T,14,35,2017
1327,Intel Core i3-7120,14,51,2017
1328,Intel Core i3-7120T,14,35,2017
1329,Intel Core i3-7300,14,51,2017
1330,Intel Core i3-7300T,14,35,2017
1331,Intel Core i3-7320,14,51,2017
1332,Intel Core i3-7320T,14,35,2017
1333,Intel Core i3-7340,14,51,2017
1334,Intel Core i3-7350K,14,60,2017
1335,Intel Core i3-7360X,14,112,2017
1336,Intel Core i3-8000,14,65,2018
1337,Intel Core i3-8020,14,65,2018
1338,Intel Core i3-8100,14,62,2017
1339,Intel Core i3-8100T,14,35,2018
1340,Intel Core i3-8109U,14,28,2018
1341,Intel Core i3-8120,14,65,2018
1342,Intel Core i3-8121U,10,28,2018
1343,Intel Core i3-8130U,14,15,2018
1344,Intel Core i3-8145U,10,28,2018
1345,Intel Core i3-8300,14,62,2018
1346,Intel Core i3-8300T,14,35,2018
1347,Intel Core i3-8350K,14,91,2017
1348,Intel Core i3-9000,14,65,2018
1349,Intel Core i3-9100,14,65,2018
1350,Intel Core i3-9100F,14,65,2019
1351,Intel Core i3-9300,14,62,2019
1352,Intel Core i3-9320,14,62,2019
1353,Intel Core i3-9350K,14,91,2019
1354,Intel Core i3-9350KF,14,91,2019
1355,Intel Core i5-10200H,14,45,2020
1356,Intel Core i5-10210U,14,25,2019
1357,Intel Core i5-10210Y,14,9,2019
1358,Intel Core i5-10300H,14,45,2020
1359,Intel Core i5-1030G4,10,12,2019
1360,Intel Core i5-1030G7,10,12,2019
1361,Intel Core i5-10310Y,14,9,2019
1362,Intel Core i5-1035G1,10,25,2019
1363,Intel Core i5-1035G4,10,25,2019
1364,Intel Core i5-1035G7,10,25,2019
1365,Intel Core i5-10400,14,65,2020
1366,Intel Core i5-10400F,14,65,2020
1367,Intel Core i5-10400H,14,45,2020
1368,Intel Core i5-10500,14,65,2020
1369,Intel Core i5-10600,14,65,2020
1370,Intel Core i5-10600K,14,125,2020
1371,Intel Core i5-10600KF,14,95,2020
1372,Intel Core i5-11260H,10,35,2021
1373,Intel Core i5-1130G7,10,15,2020
1374,Intel Core i5-1135G7,10,28,2020
1375,Intel Core i5-11400,14,65,2021
1376,Intel Core i5-11400F,14,65,2021
1377,Intel Core i5-11400H,10,35,2021
1378,Intel Core i5-11400T,14,35,2021
1379,Intel Core i5-1145G7,10,28,2020
1380,Intel Core i5-11500,14,65,2021
1381,Intel Core i5-11500H,10,35,2021
1382,Intel Core i5-11500T,14,35,2021
1383,Intel Core i5-1155G7,10,28,2021
1384,Intel Core i5-11600,14,65,2021
1385,Intel Core i5-11600K,14,125,2021
1386,Intel Core i5-11600KF,14,125,2021
1387,Intel Core i5-11600T,14,35,2021
1388,Intel Core i5-2300,32,95,2011
1389,Intel Core i5-2310,32,95,2011
1390,Intel Core i5-2320,32,95,2011
1391,Intel Core i5-2380P,32,95,2012
1392,Intel Core i5-2390T,32,35,2011
1393,Intel Core i5-2400,32,95,2011
1394,Intel Core i5-2400S,32,65,2011
1395,Intel Core i5-2405S,32,65,2011
1396,Intel Core i5-2410M,32,35,2011
1397,Intel Core i5-2410M,32,35,2011
1398,Intel Core i5-2415M,32,35,2011
1399,Intel Core i5-2430M,32,35,2011
1400,Intel Core i5-2430M,32,35,2011
1401,Intel Core i5-2435M,32,35,2011
1402,Intel Core i5-2435M,32,35,2011
1403,Intel Core i5-2450M,32,35,2012
1404,Intel Core i5-2450M,32,35,2012
1405,Intel Core i5-2450P,32,95,2012
1406,Intel Core i5-2467M,32,17,2011
1407,Intel Core i5-2500,32,95,2011
1408,Intel Core i5-2500K,32,95,2011
1409,Intel Core i5-2500S,32,65,2011
1410,Intel Core i5-2500T,32,45,2011
1411,Intel Core i5-2510E,32,35,2011
1412,Intel Core i5-2515E,32,35,2011
1413,Intel Core i5-2520M,32,35,2011
1414,Intel Core i5-2520M,32,35,2011
1415,Intel Core i5-2537M,32,17,2011
1416,Intel Core i5-2540M,32,35,2011
1417,Intel Core i5-2540M,32,35,2011
1418,Intel Core i5-2550K,32,95,2012
1419,Intel Core i5-2557M,32,17,2011
1420,Intel Core i5-3210M,22,35,2012
1421,Intel Core i5-3210M,22,35,2012
1422,Intel Core i5-3230M,22,35,2013
1423,Intel Core i5-3230M,22,35,2013
1424,Intel Core i5-3317U,22,17,2012
1425,Intel Core i5-3320M,22,35,2012
1426,Intel Core i5-3320M,22,35,2012
1427,Intel Core i5-3330,22,77,2012
1428,Intel Core i5-3330S,22,77,2012
1429,Intel Core i5-3335S,22,65,2012
1430,Intel Core i5-3337U,22,17,2013
1431,Intel Core i5-3339Y,22,13,2013
1432,Intel Core i5-3340M,22,35,2013
1433,Intel Core i5-3340M,22,35,2013
1434,Intel Core i5-3350P,22,69,2012
1435,Intel Core i5-3360M,22,35,2012
1436,Intel Core i5-3360M,22,35,2012
1437,Intel Core i5-3365M,22,35,2012
1438,Intel Core i5-3380M,22,35,2013
1439,Intel Core i5-3380M,22,35,2013
1440,Intel Core i5-3427U,22,17,2012
1441,Intel Core i5-3437U,22,17,2013
1442,Intel Core i5-3439Y,22,13,2013
1443,Intel Core i5-3450,22,77,2012
1444,Intel Core i5-3450S,22,65,2012
1445,Intel Core i5-3470,22,77,2012
1446,Intel Core i5-3470S,22,65,2012
1447,Intel Core i5-3470T,22,35,2012
1448,Intel Core i5-3475S,22,65,2012
1449,Intel Core i5-3550,22,77,2012
1450,Intel Core i5-3550S,22,65,2012
1451,Intel Core i5-3570,22,77,2012
1452,Intel Core i5-3570K,22,77,2012
1453,Intel Core i5-3570S,22,65,2012
1454,Intel Core i5-3570T,22,45,2012
1455,Intel Core i5-3610ME,22,35,2012
1456,Intel Core i5-3610ME,22,35,2012
1457,Intel Core i5-4200U,22,15,2013
1458,Intel Core i5-4200Y,22,12,2013
1459,Intel Core i5-4210U,22,15,2014
1460,Intel Core i5-4250U,22,15,2013
1461,Intel Core i5-4258U,22,28,2013
1462,Intel Core i5-4288U,22,28,2013
1463,Intel Core i5-4300M,22,37,2013
1464,Intel Core i5-430M,32,35,2010
1465,Intel Core i5-4330M,22,37,2013
1466,Intel Core i5-4350U,22,15,2013
1467,Intel Core i5-4430,22,84,2013
1468,Intel Core i5-4430S,22,65,2013
1469,Intel Core i5-4440,22,84,2013
1470,Intel Core i5-4440S,22,65,2013
1471,Intel Core i5-450M,32,35,2010
1472,Intel Core i5-4570,22,84,2013
1473,Intel Core i5-4570R,22,65,2013
1474,Intel Core i5-4570S,22,65,2013
1475,Intel Core i5-4570T,22,35,2013
1476,Intel Core i5-4570TE,22,35,2013
1477,Intel Core i5-4590,22,84,2014
1478,Intel Core i5-4590S,22,65,2014
1479,Intel Core i5-460M,32,35,2010
1480,Intel Core i5-4670,22,84,2013
1481,Intel Core i5-4670K,22,84,2013
1482,Intel Core i5-4670R,22,65,2013
1483,Intel Core i5-4670S,22,65,2013
1484,Intel Core i5-4670T,22,45,2013
1485,Intel Core i5-4690,22,84,2014
1486,Intel Core i5-4690K,22,88,2014
1487,Intel Core i5-480M,32,35,2011
1488,Intel Core i5-5200U,14,15,2015
1489,Intel Core i5-5250U,14,15,2015
1490,Intel Core i5-5257U,14,28,2015
1491,Intel Core i5-5287U,14,28,2015
1492,Intel Core i5-5300U,14,15,2015
1493,Intel Core i5-5350U,14,15,2015
1494,Intel Core i5-540M,32,35,2010
1495,Intel Core i5-560M,32,35,2010
1496,Intel Core i5-5675C,14,65,2015
1497,Intel Core i5-580M,32,35,2010
1498,Intel Core i5-6350HQ,14,45,2016
1499,Intel Core i5-6400,14,65,2015
1500,Intel Core i5-650,32,73,2010
1501,Intel Core i5-6500,14,65,2015
1502,Intel Core i5-655K,32,73,2010
1503,Intel Core i5-660,32,73,2010
1504,Intel Core i5-6600,14,65,2015
1505,Intel Core i5-6600K,14,95,2015
1506,Intel Core i5-661,32,87,2010
1507,Intel Core i5-670,32,73,2010
1508,Intel Core i5-680,32,73,2010
1509,Intel Core i5-7300HQ,14,45,2017
1510,Intel Core i5-7400,14,65,2017
1511,Intel Core i5-7400T,14,35,2017
1512,Intel Core i5-750,45,95,2009
1513,Intel Core i5-7500,14,65,2017
1514,Intel Core i5-7500T,14,35,2017
1515,Intel Core i5-750s,45,82,2010
1516,Intel Core i5-760,45,95,2010
1517,Intel Core i5-7600,14,65,2017
1518,Intel Core i5-7600K,14,91,2017
1519,Intel Core i5-7600T,14,35,2017
1520,Intel Core i5-7640X,14,112,2017
1521,Intel Core i5-8250U,14,15,2017
1522,Intel Core i5-8259U,14,28,2018
1523,Intel Core i5-8265U,14,28,2018
1524,Intel Core i5-8269U,14,28,2018
1525,Intel Core i5-8300H,14,45,2018
1526,Intel Core i5-8305G,14,65,2018
1527,Intel Core i5-8350U,14,15,2017
1528,Intel Core i5-8400,14,65,2017
1529,Intel Core i5-8400H,14,45,2018
1530,Intel Core i5-8400T,14,35,2018
1531,Intel Core i5-8420,14,65,2018
1532,Intel Core i5-8420T,14,35,2018
1533,Intel Core i5-8500,14,65,2018
1534,Intel Core i5-8500T,14,35,2018
1535,Intel Core i5-8550,14,65,2018
1536,Intel Core i5-8600,14,65,2018
1537,Intel Core i5-8600K,14,95,2017
1538,Intel Core i5-8600T,14,35,2018
1539,Intel Core i5-8650,14,65,2018
1540,Intel Core i5-8650K,14,95,2018
1541,Intel Core i5-9400,14,65,2018
1542,Intel Core i5-9400F,14,65,2019
1543,Intel Core i5-9400T,14,35,2018
1544,Intel Core i5-9500,14,65,2018
1545,Intel Core i5-9500F,14,65,2019
1546,Intel Core i5-9600,14,65,2018
1547,Intel Core i5-9600K,14,95,2018
1548,Intel Core i5-9600KF,14,95,2019
1549,Intel Core i7-10510U,14,25,2019
1550,Intel Core i7-10510Y,14,9,2019
1551,Intel Core i7-1060G7,10,12,2019
1552,Intel Core i7-10610U,14,25,2020
1553,Intel Core i7-1065G7,10,25,2019
1554,Intel Core i7-1068G7,10,28,2019
1555,Intel Core i7-10700,14,65,2020
1556,Intel Core i7-10700F,14,65,2020
1557,Intel Core i7-10700K,14,125,2020
1558,Intel Core i7-10700KF,14,125,2020
1559,Intel Core i7-10710U,14,25,2019
1560,Intel Core i7-10750H,14,45,2020
1561,Intel Core i7-10810U,14,25,2020
1562,Intel Core i7-10850H,14,45,2020
1563,Intel Core i7-10870H,14,45,2020
1564,Intel Core i7-10875H,14,45,2020
1565,Intel Core i7-10885H,14,45,2020
1566,Intel Core i7-1160G7,10,15,2020
1567,Intel Core i7-1165G7,10,28,2020
1568,Intel Core i7-11700,14,65,2021
1569,Intel Core i7-11700F,14,65,2021
1570,Intel Core i7-11700K,14,125,2021
1571,Intel Core i7-11700KF,14,125,2021
1572,Intel Core i7-11700T,14,35,2021
1573,Intel Core i7-11800H,10,35,2021
1574,Intel Core i7-11850H,10,35,2021
1575,Intel Core i7-1185G7,10,28,2020
1576,Intel Core i7-1195G7,10,28,2021
1577,Intel Core i7-2600,32,95,2011
1578,Intel Core i7-2600K,32,95,2011
1579,Intel Core i7-2600S,32,65,2011
1580,Intel Core i7-2630QM,32,45,2011
1581,Intel Core i7-2635QM,32,45,2011
1582,Intel Core i7-2670QM,32,45,2011
1583,Intel Core i7-2675QM,32,45,2011
1584,Intel Core i7-2700K,32,95,2011
1585,Intel Core i7-2710QE,32,45,2011
1586,Intel Core i7-2715QE,32,45,2011
1587,Intel Core i7-2720QM,32,45,2011
1588,Intel Core i7-2720QM,32,45,2011
1589,Intel Core i7-2760QM,32,45,2011
1590,Intel Core i7-2760QM,32,45,2011
1591,Intel Core i7-2820QM,32,45,2011
1592,Intel Core i7-2820QM,32,45,2011
1593,Intel Core i7-2860QM,32,45,2011
1594,Intel Core i7-2860QM,32,45,2011
1595,Intel Core i7-2920XM,32,55,2011
1596,Intel Core i7-2960XM,32,55,2011
1597,Intel Core i7-3517U,22,17,2012
1598,Intel Core i7-3517UE,22,17,2012
1599,Intel Core i7-3520M,22,35,2012
1600,Intel Core i7-3520M,22,35,2012
1601,Intel Core i7-3525M,22,35,2012
1602,Intel Core i7-3537U,22,17,2013
1603,Intel Core i7-3540M,22,35,2013
1604,Intel Core i7-3540M,22,35,2013
1605,Intel Core i7-3555LE,22,25,2012
1606,Intel Core i7-3610QE,22,45,2012
1607,Intel Core i7-3610QM,22,45,2012
1608,Intel Core i7-3612QE,22,35,2012
1609,Intel Core i7-3612QM,22,35,2012
1610,Intel Core i7-3612QM,22,35,2012
1611,Intel Core i7-3615QE,22,45,2012
1612,Intel Core i7-3615QM,22,45,2012
1613,Intel Core i7-3630QM,22,45,2012
1614,Intel Core i7-3632QM,22,35,2012
1615,Intel Core i7-3632QM,22,35,2012
1616,Intel Core i7-3635QM,22,45,2012
1617,Intel Core i7-3667U,22,17,2012
1618,Intel Core i7-3687U,22,17,2013
1619,Intel Core i7-3689Y,22,13,2013
1620,Intel Core i7-3720QM,22,45,2012
1621,Intel Core i7-3720QM,22,45,2012
1622,Intel Core i7-3740QM,22,45,2012
1623,Intel Core i7-3740QM,22,45,2012
1624,Intel Core i7-3770,22,77,2012
1625,Intel Core i7-3770K,22,77,2012
1626,Intel Core i7-3770S,22,65,2012
1627,Intel Core i7-3770T,22,45,2012
1628,Intel Core i7-3820,32,130,2012
1629,Intel Core i7-3820QM,22,45,2012
1630,Intel Core i7-3820QM,22,45,2012
1631,Intel Core i7-3840QM,22,45,2012
1632,Intel Core i7-3840QM,22,45,2012
1633,Intel Core i7-3910K,32,130,2013
1634,Intel Core i7-3920XM,22,55,2012
1635,Intel Core i7-3930K,32,130,2011
1636,Intel Core i7-3940XM,22,55,2012
1637,Intel Core i7-3960X,32,130,2011
1638,Intel Core i7-3970X,32,150,2012
1639,Intel Core i7-4500U,22,15,2013
1640,Intel Core i7-4550U,22,15,2013
1641,Intel Core i7-4558U,22,28,2013
1642,Intel Core i7-4600M,22,37,2013
1643,Intel Core i7-4600U,22,15,2013
1644,Intel Core i7-4610M,22,37,2014
1645,Intel Core i7-4650U,22,15,2013
1646,Intel Core i7-4700EQ,22,47,2013
1647,Intel Core i7-4700EQ,22,47,2013
1648,Intel Core i7-4700HQ,22,47,2013
1649,Intel Core i7-4700MQ,22,47,2013
1650,Intel Core i7-4702HQ,22,37,2013
1651,Intel Core i7-4702MQ,22,37,2013
1652,Intel Core i7-4710HQ,22,47,2014
1653,Intel Core i7-4710MQ,22,47,2013
1654,Intel Core i7-4712HQ,22,37,2014
1655,Intel Core i7-4712MQ,22,37,2013
1656,Intel Core i7-4750HQ,22,47,2013
1657,Intel Core i7-4760HQ,22,47,2014
1658,Intel Core i7-4765T,22,35,2013
1659,Intel Core i7-4770,22,84,2013
1660,Intel Core i7-4770HQ,22,47,2014
1661,Intel Core i7-4770K,22,84,2013
1662,Intel Core i7-4770R,22,65,2013
1663,Intel Core i7-4770S,22,65,2013
1664,Intel Core i7-4770T,22,45,2013
1665,Intel Core i7-4770TE,22,45,2013
1666,Intel Core i7-4771,22,84,2013
1667,Intel Core i7-4790,22,84,2014
1668,Intel Core i7-4790K,22,88,2014
1669,Intel Core i7-4790S,22,65,2014
1670,Intel Core i7-4800MQ,22,47,2013
1671,Intel Core i7-4810MQ,22,47,2014
1672,Intel Core i7-4820K,22,130,2013
1673,Intel Core i7-4850EQ,22,47,2013
1674,Intel Core i7-4850HQ,22,47,2013
1675,Intel Core i7-4860EQ,22,47,2013
1676,Intel Core i7-4860HQ,22,47,2014
1677,Intel Core i7-4870HQ,22,47,2014
1678,Intel Core i7-4900MQ,22,47,2013
1679,Intel Core i7-4910MQ,22,47,2014
1680,Intel Core i7-4930K,22,130,2013
1681,Intel Core i7-4930MX,22,57,2013
1682,Intel Core i7-4940MX,22,57,2014
1683,Intel Core i7-4950HQ,22,47,2013
1684,Intel Core i7-4960HQ,22,47,2013
1685,Intel Core i7-4960X,22,130,2013
1686,Intel Core i7-4980HQ,22,47,2013
1687,Intel Core i7-5500U,14,15,2015
1688,Intel Core i7-5550U,14,15,2015
1689,Intel Core i7-5557U,14,28,2015
1690,Intel Core i7-5600U,14,15,2015
1691,Intel Core i7-5650U,14,15,2015
1692,Intel Core i7-5775C,14,65,2015
1693,Intel Core i7-5820K,22,140,2014
1694,Intel Core i7-5930K,22,140,2014
1695,Intel Core i7-5960X,22,140,2014
1696,Intel Core i7-620M,32,35,2010
1697,Intel Core i7-620M,32,35,2010
1698,Intel Core i7-640M,32,35,2010
1699,Intel Core i7-640M,32,35,2010
1700,Intel Core i7-6700,14,65,2015
1701,Intel Core i7-6700K,14,95,2015
1702,Intel Core i7-6700T,14,35,2015
1703,Intel Core i7-6700TE,14,35,2015
1704,Intel Core i7-6800K,14,140,2016
1705,Intel Core i7-6850K,14,140,2016
1706,Intel Core i7-6900K,14,140,2016
1707,Intel Core i7-6950X,14,140,2016
1708,Intel Core i7-7700,14,65,2017
1709,Intel Core i7-7700K,14,91,2017
1710,Intel Core i7-7700T,14,35,2017
1711,Intel Core i7-7740X,14,112,2017
1712,Intel Core i7-7800X,14,140,2017
1713,Intel Core i7-7820X,14,140,2017
1714,Intel Core i7-8086K,14,95,2018
1715,Intel Core i7-8550U,14,15,2017
1716,Intel Core i7-8559U,14,28,2018
1717,Intel Core i7-8565U,14,28,2018
1718,Intel Core i7-860,45,95,2009
1719,Intel Core i7-860S,45,82,2010
1720,Intel Core i7-8650U,14,15,2017
1721,Intel Core i7-8670,14,65,2018
1722,Intel Core i7-8670T,14,35,2018
1723,Intel Core i7-870,45,95,2009
1724,Intel Core i7-8700,14,65,2018
1725,Intel Core i7-8700K,14,95,2017
1726,Intel Core i7-8700T,14,35,2018
1727,Intel Core i7-8705G,14,65,2018
1728,Intel Core i7-8706G,14,65,2018
1729,Intel Core i7-8709G,14,65,2018
1730,Intel Core i7-870S,45,82,2010
1731,Intel Core i7-8750H,14,45,2018
1732,Intel Core i7-875K,45,95,2010
1733,Intel Core i7-880,45,95,2010
1734,Intel Core i7-8809G,14,65,2018
1735,Intel Core i7-8850H,14,45,2018
1736,Intel Core i7-920,45,130,2008
1737,Intel Core i7-930,45,130,2010
1738,Intel Core i7-940,45,130,2008
1739,Intel Core i7-950,45,130,2009
1740,Intel Core i7-960,45,130,2009
1741,Intel Core i7-965,45,130,2008
1742,Intel Core i7-970,32,130,2010
1743,Intel Core i7-9700,14,65,2019
1744,Intel Core i7-9700F,14,65,2019
1745,Intel Core i7-9700K,14,95,2018
1746,Intel Core i7-9700KF,14,95,2019
1747,Intel Core i7-975,45,130,2009
1748,Intel Core i7-9750H,14,45,2019
1749,Intel Core i7-9750HF,14,45,2019
1750,Intel Core i7-980,32,130,2011
1751,Intel Core i7-9800X,14,165,2018
1752,Intel Core i7-980X,32,130,2010
1753,Intel Core i7-9850H,14,45,2019
1754,Intel Core i7-9850HE,14,45,2019
1755,Intel Core i7-9850HL,14,25,2019
1756,Intel Core i7-990X,32,130,2011
1757,Intel Core i9-10800F,14,65,2020
1758,Intel Core i9-10850K,14,125,2020
1759,Intel Core i9-10900,14,65,2020
1760,Intel Core i9-10900F,14,65,2020
1761,Intel Core i9-10900K,14,125,2020
1762,Intel Core i9-10900KF,14,125,2020
1763,Intel Core i9-10900X,14,165,2019
1764,Intel Core i9-10920X,14,165,2019
1765,Intel Core i9-10940X,14,165,2019
1766,Intel Core i9-10980HK,14,45,2020
1767,Intel Core i9-10980XE,14,165,2019
1768,Intel Core i9-10990XE,14,380,
1769,Intel Core i9-11900,14,65,2021
1770,Intel Core i9-11900F,14,65,2021
1771,Intel Core i9-11900H,10,35,2021
1772,Intel Core i9-11900K,14,125,2021
1773,Intel Core i9-11900KB,10,65,2021
1774,Intel Core i9-11900KF,14,125,2021
1775,Intel Core i9-11900T,14,35,2021
1776,Intel Core i9-11950H,10,35,2021
1777,Intel Core i9-11980HK,10,65,2021
1778,Intel Core i9-7900X,14,140,2017
1779,Intel Core i9-7920X,14,140,2017
1780,Intel Core i9-7940X,14,165,2017
1781,Intel Core i9-7960X,14,165,2017
1782,Intel Core i9-7980XE,14,165,2017
1783,Intel Core i9-8950HK,14,95,2018
1784,Intel Core i9-9820X,14,165,2018
1785,Intel Core i9-9880H,14,45,2019
1786,Intel Core i9-9900,14,65,2019
1787,Intel Core i9-9900K,14,95,2018
1788,Intel Core i9-9900KF,14,95,2019
1789,Intel Core i9-9900KS,14,127,2019
1790,Intel Core i9-9900X,14,165,2018
1791,Intel Core i9-9920X,14,165,2018
1792,Intel Core i9-9940X,14,165,2018
1793,Intel Core i9-9960X,14,165,2018
1794,Intel Core i9-9980HK,14,45,2019
1795,Intel Core i9-9980XE,14,165,2018
1796,Intel Core i9-9990XE,14,255,2018
1797,Intel Core M-5Y10,14,5,2014
1798,Intel Core M-5Y10a,14,5,2014
1799,Intel Core M-5Y10c,14,5,2014
1800,Intel Core M-5Y31,14,5,2014
1801,Intel Core M-5Y51,14,5,2014
1802,Intel Core M-5Y70,14,5,2014
1803,Intel Core M-5Y71,14,5,2014
1804,Intel Core m3-8114Y,10,28,2018
1805,Intel Core Solo T1200,65,27,2006
1806,Intel Core Solo T1300,65,27,2006
1807,Intel Core Solo T1350,65,27,2006
1808,Intel Core Solo T1400,65,27,2006
1809,Intel Core Solo ULV U1300,65,5,2006
1810,Intel Core Solo ULV U1400,65,5,2006
1811,Intel Core Solo ULV U1500,65,5,2006
1812,Intel Mobile Pentium 4 2.40,130,60,2003
1813,Intel Mobile Pentium 4 2.66,130,66,2003
1814,Intel Mobile Pentium 4 2.80,130,68,2003
1815,Intel Mobile Pentium 4 3.06,130,70,2003
1816,Intel Mobile Pentium 4 HT 2.66,130,66,2003
1817,Intel Mobile Pentium 4 HT 2.80,130,68,2003
1818,Intel Mobile Pentium 4 HT 3.06,130,70,2003
1819,Intel Mobile Pentium 4 HT 3.20,130,76,2003
1820,Intel Mobile Pentium 4 HT 518,90,88,2004
1821,Intel Mobile Pentium 4 HT 532,90,88,2004
1822,Intel Mobile Pentium 4 HT 538,90,88,2004
1823,Intel Mobile Pentium 4 HT 548,90,88,2004
1824,Intel Mobile Pentium 4 HT 552,90,88,2005
1825,Intel Pentium 2020M,22,35,2012
1826,Intel Pentium 2030M,22,35,2013
1827,Intel Pentium 2117U,22,17,2012
1828,Intel Pentium 2117U,22,17,2012
1829,Intel Pentium 2129Y,22,10,2012
1830,Intel Pentium 350,32,15,2011
1831,Intel Pentium 3550M,22,37,2013
1832,Intel Pentium 3556U,22,15,2013
1833,Intel Pentium 3560Y,22,12,2013
1834,Intel Pentium 3805U,14,15,2015
1835,Intel Pentium 4 1.3,180,52,2001
1836,Intel Pentium 4 1.4,180,55,2000
1837,Intel Pentium 4 1.4,180,55,2001
1838,Intel Pentium 4 1.5,180,58,2000
1839,Intel Pentium 4 1.5,180,58,2001
1840,Intel Pentium 4 1.6,180,61,2001
1841,Intel Pentium 4 1.6,180,61,2001
1842,Intel Pentium 4 1.7,180,64,2001
1843,Intel Pentium 4 1.7,180,64,2001
1844,Intel Pentium 4 1.80,180,67,2001
1845,Intel Pentium 4 1.8A,180,67,2001
1846,Intel Pentium 4 1.9,180,69,2001
1847,Intel Pentium 4 1.9,180,69,2001
1848,Intel Pentium 4 2.0,130,110,2001
1849,Intel Pentium 4 2.0,180,72,2001
1850,Intel Pentium 4 2.0,180,72,2001
1851,Intel Pentium 4 2.0,130,92,2002
1852,Intel Pentium 4 2.2,130,92,2002
1853,Intel Pentium 4 2.26,130,110,2002
1854,Intel Pentium 4 2.4,130,92,2002
1855,Intel Pentium 4 2.4,130,110,2002
1856,Intel Pentium 4 2.40,90,110,2004
1857,Intel Pentium 4 2.53,130,110,2002
1858,Intel Pentium 4 2.60,130,92,2002
1859,Intel Pentium 4 2.66,130,110,2002
1860,Intel Pentium 4 2.80,130,110,2002
1861,Intel Pentium 4 505,90,84,2004
1862,Intel Pentium 4 505J,90,84,2004
1863,Intel Pentium 4 506,90,84,2005
1864,Intel Pentium 4 506,90,84,2005
1865,Intel Pentium 4 506,90,84,2005
1866,Intel Pentium 4 511,90,84,2005
1867,Intel Pentium 4 511,90,84,2005
1868,Intel Pentium 4 511,90,84,2005
1869,Intel Pentium 4 519,90,84,2004
1870,Intel Pentium 4 519K,90,84,2005
1871,Intel Pentium 4 519K,90,84,2005
1872,Intel Pentium 4 HT 2.40,130,66,2003
1873,Intel Pentium 4 HT 2.60,130,69,2003
1874,Intel Pentium 4 HT 2.80,130,70,2003
1875,Intel Pentium 4 HT 2.8E,90,115,2004
1876,Intel Pentium 4 HT 3.00,130,82,2003
1877,Intel Pentium 4 HT 3.06,130,110,2003
1878,Intel Pentium 4 HT 3.0E,90,115,2004
1879,Intel Pentium 4 HT 3.20,130,82,2003
1880,Intel Pentium 4 HT 3.2E,90,115,2004
