,idPhoronix,nb_models,ls_architecture,ls_cpuop-mode,ls_cpu,ls_threadpercore,ls_corepersocket,ls_socket,ls_numanode,ls_vendorid,ls_cpufamily,ls_model,ls_modelname,ls_stepping,ls_cpumhz,ls_cpumaxmhz,ls_cpuminmhz,ls_bogomips,ls_l1dcache,ls_l1icache,ls_l2cache,ls_l3cache,cp_vendor_id,cp_cpufamily,cp_model,cp_modelname,cp_stepping,cp_cpumhz,cp_cachesize,cp_physicalid,cp_siblings,cp_cpucores,cp_apicid,cp_cpuidlevel,cp_bogomips,cp_clflushsize,cp_cache_alignment,cp_addresssizes,price_dollar,cp_modelname.1,ls_range,ls_modelname.1,id,Model name,Process,TDP,Release Year
1975.0,IntelPentiumE5500,1,x86_64,32.64,2.0,1.0,2.0,,1.0,GenuineIntel,6.0,23.0,,10.0,2801.1059999999998,2801.107,2801.1079999999997,,32.0,32.0,2048.0,,GenuineIntel,6.0,23.0,Pentium(R)Dual-CoreCPUE5500@2.80GHz,10.0,1203.0,2048.0,0.0,2.0,2.0,0.0,13.0,5586.37,64.0,64.0,36.48,14.0,Pentium Dual-Core CPU E5500@2.80GHz,Intel Pentium,,Intel PentiumE5500,Intel Pentium E5500,45.0,65.0,2010.0
1990.0,IntelPentiumG3220,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,800.0,800.0,800.0,5985.77,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,60.0,Intel(R)Pentium(R)CPUG3220@3.00GHz,3.0,3000.0,3072.0,0.0,2.0,2.0,0.0,13.0,5985.77,64.0,64.0,39.48,44.0,Intel  Pentium  CPU G3220@3.00GHz,Intel Pentium,,Intel PentiumG3220,Intel Pentium G3220,22.0,54.0,2013.0
2002.0,IntelPentiumG4400,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,GenuineIntel,6.0,94.0,Intel(R)Pentium(R)CPUG4400@3.30GHz,,799.992,3300.0,800.0,6623.87,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,94.0,Intel(R)Pentium(R)CPUG4400@3.30GHz,3.0,3300.0,3072.0,0.0,2.0,2.0,0.0,22.0,6623.9,64.0,64.0,39.48,100.0,Intel  Pentium  CPU G4400@3.30GHz,Intel Pentium,Intel  Pentium  CPU G4400@3.30GHz,Intel PentiumG4400,Intel Pentium G4400,14.0,51.0,2015.0
2005.0,IntelPentiumG4560,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,158.0,,9.0,2200.0,2200.0,2200.0,7008.04,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,158.0,Intel(R)Pentium(R)CPUG4560@3.50GHz,9.0,1500.0,3072.0,0.0,4.0,2.0,0.0,22.0,7008.04,64.0,64.0,39.48,156.0,Intel  Pentium  CPU G4560@3.50GHz,Intel Pentium,,Intel PentiumG4560,Intel Pentium G4560,14.0,51.0,2017.0
2007.0,IntelPentiumG4600,1,x86_64,32.64,4.0,2.0,2.0,1.0,1.0,GenuineIntel,6.0,158.0,Intel(R)Pentium(R)CPUG4600@3.60GHz,9.0,3600.0,3600.0,800.0,7200.0,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,158.0,Intel(R)Pentium(R)CPUG4600@3.60GHz,9.0,3600.0,3072.0,0.0,4.0,2.0,0.0,22.0,7200.0,64.0,64.0,39.48,105.0,Intel  Pentium  CPU G4600@3.60GHz,Intel Pentium,Intel  Pentium  CPU G4600@3.60GHz,Intel PentiumG4600,Intel Pentium G4600,14.0,51.0,2017.0
2010.0,IntelPentiumG620,1,i686,32.64,2.0,1.0,2.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,2593.9610000000002,2593.962,2593.9629999999997,5187.92,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,42.0,Intel(R)Pentium(R)CPUG620@2.60GHz,7.0,2600.0,3072.0,0.0,2.0,2.0,0.0,13.0,5187.95,64.0,64.0,36.48,13.0,Intel  Pentium  CPU G620@2.60GHz,Intel Pentium,,Intel PentiumG620,Intel Pentium G620,32.0,65.0,2011.0
2013.0,IntelPentiumG630,1,i686,32.64,2.0,,,,,GenuineIntel,6.0,42.0,,7.0,2700.0,2700.0,2700.0,,,,,,GenuineIntel,6.0,42.0,Intel(R)Pentium(R)CPUG630@2.70GHz,7.0,1600.0,3072.0,0.0,2.0,2.0,0.0,13.0,5387.71,64.0,64.0,36.48,25.0,Intel  Pentium  CPU G630@2.70GHz,Intel Pentium,,Intel PentiumG630,Intel Pentium G630,32.0,65.0,2011.0
2018.0,IntelPentiumG645,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,GenuineIntel,6.0,42.0,,7.0,2900.0,2900.0,2900.0,5786.89,32.0,32.0,256.0,3072.0,GenuineIntel,6.0,42.0,Intel(R)Pentium(R)CPUG645@2.90GHz,7.0,1600.0,3072.0,0.0,2.0,2.0,0.0,13.0,5786.89,64.0,64.0,36.48,94.0,Intel  Pentium  CPU G645@2.90GHz,Intel Pentium,,Intel PentiumG645,Intel Pentium G645,32.0,65.0,2012.0
2076.0,IntelPentiumSilverJ5005,1,,32.64,4.0,,,,1.0,GenuineIntel,,,,,2800.0,2800.0,800.0,2995.2,96.0,128.0,4000.0,,GenuineIntel,6.0,122.0,Intel(R)Pentium(R)SilverJ5005CPU@1.50GHz,1.0,1683.0839999999998,4096.0,0.0,4.0,4.0,0.0,24.0,2995.2,64.0,64.0,39.48,522.0,Intel  Pentium SilverJ5005 CPU @1.50GHz,Intel Pentium,,Intel PentiumSilverJ5005,Intel Pentium Silver J5005,14.0,10.0,2017.0
2106.0,IntelXeon5110,1,x86_64,32.64,2.0,1.0,2.0,1.0,1.0,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5110@1.60GHz,6.0,1596.539,1596.54,1596.5410000000002,3193.07,32.0,32.0,4096.0,,GenuineIntel,6.0,15.0,Intel(R)Xeon(R)CPU5110@1.60GHz,6.0,1596.539,4096.0,0.0,2.0,2.0,0.0,10.0,3193.07,64.0,64.0,36.48,35.0,Intel Xeon CPU 5110@1.60GHz,Intel Xeon,Intel Xeon CPU 5110@1.60GHz,Intel Xeon 5110,Intel Xeon 5110,65.0,65.0,2006.0
2137.0,IntelXeonE3-1220V2,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,1600.0,1600.0,1600.0,6199.79,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,58.0,Intel(R)Xeon(R)CPUE3-1220V2@3.10GHz,9.0,1600.0,8192.0,0.0,4.0,4.0,0.0,13.0,6185.49,64.0,64.0,36.48,400.0,Intel Xeon CPU E3-1220 v2@3.10GHz,Intel Xeon,,Intel Xeon E3-1220 v2,Intel Xeon E3-1220 v2,22.0,69.0,2012.0
2138.0,IntelXeonE3-1220v3,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1220v3@3.10GHz,3.0,1299.865,3500.0,800.0,6200.25,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1220v3@3.10GHz,3.0,1299.865,8192.0,0.0,4.0,4.0,0.0,13.0,6200.25,64.0,64.0,39.48,60.0,Intel Xeon CPU E3-1220 v3@3.10GHz,Intel Xeon,Intel Xeon CPU E3-1220 v3@3.10GHz,Intel Xeon E3-1220 v3,Intel Xeon E3-1220 v3,22.0,80.0,2013.0
2144.0,IntelXeonE3-1225v3,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,3201.0,3201.0,3201.0,6399.47,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1225v3@3.20GHz,3.0,800.0,8192.0,0.0,4.0,4.0,0.0,13.0,6399.47,64.0,64.0,39.48,90.0,Intel Xeon CPU E3-1225 v3@3.20GHz,Intel Xeon,,Intel Xeon E3-1225 v3,Intel Xeon E3-1225 v3,22.0,84.0,2013.0
2146.0,IntelXeonE3-1230V2,1,x86_64,32.64,8.0,2.0,4.0,,1.0,GenuineIntel,6.0,58.0,,9.0,3301.0,3301.0,3301.0,,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,58.0,Intel(R)Xeon(R)CPUE3-1230V2@3.30GHz,9.0,3301.0,8192.0,0.0,8.0,4.0,0.0,13.0,6600.44,64.0,64.0,36.48,191.0,Intel Xeon CPU E3-1230 v2@3.30GHz,Intel Xeon,,Intel Xeon E3-1230 v2,Intel Xeon E3-1230 v2,22.0,69.0,2012.0
2147.0,IntelXeonE3-1230v3,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,800.0,800.0,800.0,6584.44,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1230v3@3.30GHz,3.0,3292.364,4096.0,,,,,13.0,6584.72,64.0,64.0,39.48,100.0,Intel Xeon CPU E3-1230 v3@3.30GHz,Intel Xeon,,Intel Xeon E3-1230 v3,Intel Xeon E3-1230 v3,22.0,80.0,2013.0
2151.0,IntelXeonE3-1240V2,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,Intel(R)Xeon(R)CPUE3-1240V2@3.40GHz,9.0,1883.4470000000001,3800.0,1600.0,6787.55,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,58.0,Intel(R)Xeon(R)CPUE3-1240V2@3.40GHz,9.0,1701.245,8192.0,0.0,8.0,4.0,0.0,13.0,6787.55,64.0,64.0,36.48,100.0,Intel Xeon CPU E3-1240 v2@3.40GHz,Intel Xeon,Intel Xeon CPU E3-1240 v2@3.40GHz,Intel Xeon E3-1240 v2,Intel Xeon E3-1240 v2,22.0,69.0,2012.0
2152.0,IntelXeonE3-1240v3,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,3401.0,3401.0,3401.0,6784.45,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1240v3@3.40GHz,3.0,800.0,8192.0,0.0,8.0,4.0,0.0,13.0,6784.45,64.0,64.0,39.48,681.0,Intel Xeon CPU E3-1240 v3@3.40GHz,Intel Xeon,,Intel Xeon E3-1240 v3,Intel Xeon E3-1240 v3,22.0,80.0,2013.0
2160.0,IntelXeonE3-1270V2,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,58.0,,9.0,3500.236,3500.237,3500.238,7000.47,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,58.0,Intel(R)Xeon(R)CPUE3-1270V2@3.50GHz,9.0,3500.236,8192.0,0.0,8.0,4.0,0.0,13.0,7000.47,64.0,64.0,36.48,176.0,Intel Xeon CPU E3-1270 v2@3.50GHz,Intel Xeon,,Intel Xeon E3-1270 v2,Intel Xeon E3-1270 v2,22.0,69.0,2012.0
2161.0,IntelXeonE3-1270v3,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,60.0,,3.0,3500.1859999999997,3500.187,3500.188,7000.37,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,60.0,Intel(R)Xeon(R)CPUE3-1270v3@3.50GHz,3.0,3500.1859999999997,8192.0,0.0,8.0,4.0,0.0,13.0,7000.37,64.0,64.0,39.48,585.0,Intel Xeon CPU E3-1270 v3@3.50GHz,Intel Xeon,,Intel Xeon E3-1270 v3,Intel Xeon E3-1270 v3,22.0,80.0,2013.0
2168.0,IntelXeonE3-1280v5,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,94.0,Intel(R)Xeon(R)CPUE3-1280v5@3.70GHz,3.0,799.89,4000.0,800.0,7392.0,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,94.0,Intel(R)Xeon(R)CPUE3-1280v5@3.70GHz,3.0,799.89,8192.0,0.0,8.0,4.0,0.0,22.0,7392.0,64.0,64.0,39.48,395.0,Intel Xeon CPU E3-1280 v5@3.70GHz,Intel Xeon,Intel Xeon CPU E3-1280 v5@3.70GHz,Intel Xeon E3-1280 v5,Intel Xeon E3-1280 v5,14.0,80.0,2015.0
2180.0,IntelXeonE5-1650v2,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,62.0,,4.0,1200.0,1200.0,1200.0,6999.91,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-1650v2@3.50GHz,4.0,1200.0,12288.0,0.0,12.0,6.0,0.0,13.0,6999.91,64.0,64.0,46.48,238.0,Intel Xeon CPU E5-1650 v2@3.50GHz,Intel Xeon,,Intel Xeon E5-1650 v2,Intel Xeon E5-1650 v2,22.0,130.0,2013.0
2206.0,IntelXeonE5-26200,1,x86_64,32.64,12.0,2.0,6.0,,1.0,GenuineIntel,6.0,45.0,,7.0,1999.983,1999.984,1999.985,,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26200@2.00GHz,7.0,1999.983,15360.0,0.0,12.0,6.0,0.0,13.0,3999.96,64.0,64.0,46.48,59.0,Intel Xeon CPU E5-26200@2.00GHz,Intel Xeon,,Intel Xeon E5-26200,Intel Xeon E5-2620,32.0,95.0,2012.0
2208.0,IntelXeonE5-26300,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26300@2.30GHz,7.0,2300.0,2800.0,1200.0,4599.52,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26300@2.30GHz,7.0,2300.0,15360.0,0.0,12.0,6.0,0.0,13.0,4599.52,64.0,64.0,46.48,64.0,Intel Xeon CPU E5-26300@2.30GHz,Intel Xeon,Intel Xeon CPU E5-26300@2.30GHz,Intel Xeon E5-26300,Intel Xeon E5-2630,32.0,95.0,2012.0
2209.0,IntelXeonE5-2630v2,1,x86_64,32.64,16.0,1.0,1.0,16.0,1.0,GenuineIntel,6.0,62.0,,4.0,2599.998,2599.999,2599.1,5199.99,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2630v2@2.60GHz,4.0,2599.998,15360.0,,,,,13.0,5199.99,64.0,64.0,46.48,69.0,Intel Xeon CPU E5-2630 v2@2.60GHz,Intel Xeon,,Intel Xeon E5-2630 v2,Intel Xeon E5-2630 v2,22.0,80.0,2013.0
2211.0,IntelXeonE5-2630Lv2,1,x86_64,32.64,1.0,1.0,1.0,1.0,1.0,GenuineIntel,6.0,62.0,,4.0,2399.998,2399.999,2399.1,4799.99,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2630Lv2@2.40GHz,4.0,2399.998,15360.0,0.0,1.0,1.0,0.0,13.0,4799.99,64.0,64.0,40.48,176.0,Intel Xeon CPU E5-2630L v2@2.40GHz,Intel Xeon,,Intel Xeon E5-2630L v2,Intel Xeon E5-2630L v2,22.0,60.0,2013.0
2214.0,IntelXeonE5-26400,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,45.0,,7.0,2493.8920000000003,2493.893,2493.894,4987.78,32.0,32.0,256.0,15360.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26400@2.50GHz,7.0,2493.8920000000003,15360.0,0.0,12.0,6.0,0.0,13.0,4987.78,64.0,64.0,46.48,540.0,Intel Xeon CPU E5-26400@2.50GHz,Intel Xeon,,Intel Xeon E5-26400,Intel Xeon E5-2640,32.0,95.0,2012.0
2217.0,IntelXeonE5-2643v2,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2643v2@3.50GHz,4.0,3570.546,3800.0,1200.0,6999.89,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2643v2@3.50GHz,4.0,3579.7070000000003,25600.0,0.0,12.0,6.0,4.0,13.0,6999.89,64.0,64.0,46.48,399.0,Intel Xeon CPU E5-2643 v2@3.50GHz,Intel Xeon,Intel Xeon CPU E5-2643 v2@3.50GHz,Intel Xeon E5-2643 v2,Intel Xeon E5-2643 v2,22.0,130.0,2013.0
2219.0,IntelXeonE5-26500,1,x86_64,32.64,16.0,2.0,8.0,1.0,1.0,GenuineIntel,6.0,45.0,,7.0,1200.0,1200.0,1200.0,3999.96,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26500@2.00GHz,7.0,1995.192,20480.0,0.0,1.0,1.0,0.0,13.0,3990.38,64.0,64.0,40.48,69.0,Intel Xeon CPU E5-26500@2.00GHz,Intel Xeon,,Intel Xeon E5-26500,Intel Xeon E5-2650,32.0,95.0,2012.0
2225.0,IntelXeonE5-2660v2,1,x86_64,32.64,20.0,2.0,10.0,1.0,1.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2660v2@2.20GHz,4.0,1200.0,1200.0,1200.0,4388.97,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2660v2@2.20GHz,4.0,1200.0,25600.0,0.0,20.0,10.0,0.0,13.0,4388.97,64.0,64.0,46.48,79.0,Intel Xeon CPU E5-2660 v2@2.20GHz,Intel Xeon,Intel Xeon CPU E5-2660 v2@2.20GHz,Intel Xeon E5-2660 v2,Intel Xeon E5-2660 v2,22.0,95.0,2013.0
2229.0,IntelXeonE5-26700,1,x86_64,32.64,3.0,1.0,1.0,3.0,1.0,GenuineIntel,6.0,45.0,,7.0,2593.748,2593.749,2593.75,5187.49,32.0,32.0,4096.0,,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26700@2.60GHz,7.0,2593.748,4096.0,,,,,13.0,5187.49,64.0,64.0,40.48,79.0,Intel Xeon CPU E5-26700@2.60GHz,Intel Xeon,,Intel Xeon E5-26700,Intel Xeon E5-2670,32.0,115.0,2012.0
2232.0,IntelXeonE5-2680v2,1,x86_64,32.64,20.0,2.0,10.0,1.0,1.0,GenuineIntel,6.0,62.0,,4.0,2800.0,2800.0,2800.0,5599.84,32.0,32.0,256.0,25600.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2680v2@2.80GHz,4.0,2800.0,25600.0,0.0,20.0,10.0,0.0,13.0,5599.84,64.0,64.0,46.48,143.0,Intel Xeon CPU E5-2680 v2@2.80GHz,Intel Xeon,,Intel Xeon E5-2680 v2,Intel Xeon E5-2680 v2,22.0,115.0,2013.0
2235.0,IntelXeonE5-26900,1,x86_64,64.0,1.0,1.0,1.0,,1.0,GenuineIntel,6.0,45.0,,7.0,2893.0759999999996,2893.077,2893.078,,32.0,32.0,256.0,20480.0,GenuineIntel,6.0,45.0,Intel(R)Xeon(R)CPUE5-26900@2.90GHz,7.0,2893.0759999999996,20480.0,1.0,1.0,1.0,34.0,13.0,5786.15,64.0,64.0,46.48,84.0,Intel Xeon CPU E5-26900@2.90GHz,Intel Xeon,,Intel Xeon E5-26900,Intel Xeon E5-2690,32.0,135.0,2012.0
2236.0,IntelXeonE5-2690v2,1,,,,,,,,GenuineIntel,,,,,,,,,,,,,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2690v2@3.00GHz,4.0,3000.127,25600.0,0.0,20.0,10.0,0.0,13.0,6000.25,64.0,64.0,46.48,170.0,Intel Xeon CPU E5-2690 v2@3.00GHz,Intel Xeon,,Intel Xeon E5-2690 v2,Intel Xeon E5-2690 v2,22.0,130.0,2013.0
2239.0,IntelXeonE5-2697v2,1,x86_64,32.64,24.0,2.0,12.0,1.0,1.0,GenuineIntel,6.0,62.0,,4.0,2700.078,2700.079,2700.08,5400.15,32.0,32.0,256.0,30720.0,GenuineIntel,6.0,62.0,Intel(R)Xeon(R)CPUE5-2697v2@2.70GHz,4.0,2700.078,30720.0,0.0,24.0,12.0,0.0,13.0,5400.15,64.0,64.0,46.48,192.0,Intel Xeon CPU E5-2697 v2@2.70GHz,Intel Xeon,,Intel Xeon E5-2697 v2,Intel Xeon E5-2697 v2,22.0,130.0,2013.0
2250.0,IntelXeonE5504,1,x86_64,32.64,4.0,1.0,4.0,1.0,1.0,GenuineIntel,6.0,26.0,,5.0,2000.069,2000.07,2000.0710000000001,4000.0,32.0,32.0,256.0,4096.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUE5504@2.00GHz,5.0,2000.069,4096.0,0.0,4.0,4.0,0.0,11.0,4000.13,64.0,64.0,40.48,65.0,Intel Xeon CPU E5504@2.00GHz,Intel Xeon,,Intel Xeon E5504,Intel Xeon E5504,45.0,80.0,2009.0
2259.0,IntelXeonE5620,1,x86_64,32.64,1.0,1.0,1.0,,1.0,GenuineIntel,6.0,44.0,,2.0,2399.83,2399.84,2399.85,4799.66,32.0,32.0,4096.0,,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUE5620@2.40GHz,2.0,2399.83,4096.0,,,,,11.0,4799.66,64.0,64.0,40.48,49.0,Intel Xeon CPU E5620@2.40GHz,Intel Xeon,,Intel Xeon E5620,Intel Xeon E5620,32.0,80.0,2010.0
2262.0,IntelXeonE5645,1,x86_64,32.64,1.0,1.0,1.0,,1.0,GenuineIntel,6.0,44.0,,2.0,2000.07,2000.07,2000.07,4000.14,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUE5645@2.40GHz,2.0,1999.975,12288.0,,,,,11.0,3999.95,64.0,64.0,40.48,79.0,Intel Xeon CPU E5645@2.40GHz,Intel Xeon,,Intel Xeon E5645,Intel Xeon E5645,32.0,80.0,2010.0
2263.0,IntelXeonE5649,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUE5649@2.53GHz,2.0,1610.0379999999998,2534.0,1600.0,5079.2,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUE5649@2.53GHz,2.0,1685.0420000000001,12288.0,0.0,12.0,6.0,0.0,11.0,5079.2,64.0,64.0,40.48,129.0,Intel Xeon CPU E5649@2.53GHz,Intel Xeon,Intel Xeon CPU E5649@2.53GHz,Intel Xeon E5649,Intel Xeon E5649,32.0,80.0,2011.0
2312.0,IntelXeonL5630,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUL5630@2.13GHz,2.0,1600.0,1600.0,1600.0,4266.75,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUL5630@2.13GHz,2.0,1600.0,12288.0,0.0,8.0,4.0,0.0,11.0,4266.75,64.0,64.0,40.48,95.0,Intel Xeon CPU L5630@2.13GHz,Intel Xeon,Intel Xeon CPU L5630@2.13GHz,Intel Xeon L5630,Intel Xeon L5630,32.0,40.0,2010.0
2401.0,IntelXeonW-3175X,1,x86_64,32.64,56.0,2.0,28.0,1.0,1.0,GenuineIntel,6.0,85.0,Intel(R)Xeon(R)W-3175XCPU@3.10GHz,4.0,1000.0160000000001,3101.0,1000.0,6200.0,32.0,32.0,1024.0,39424.0,GenuineIntel,6.0,85.0,Intel(R)Xeon(R)W-3175XCPU@3.10GHz,4.0,1000.06,39424.0,0.0,56.0,28.0,0.0,22.0,6200.0,64.0,64.0,46.48,3173.0,Intel Xeon  W-3175X CPU @3.10GHz,Intel Xeon,Intel Xeon  W-3175X CPU @3.10GHz,Intel Xeon W-3175X,Intel Xeon W-3175X,14.0,255.0,2018.0
2409.0,IntelXeonW3520,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUW3520@2.67GHz,,2668.0,2668.0,1600.0,5333.5,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUW3520@2.67GHz,5.0,2668.0,8192.0,0.0,8.0,4.0,0.0,11.0,5333.5,64.0,64.0,36.48,59.0,Intel Xeon CPU W3520@2.67GHz,Intel Xeon,Intel Xeon CPU W3520@2.67GHz,Intel Xeon W3520,Intel Xeon W3520,45.0,130.0,2009.0
2410.0,IntelXeonW3530,1,i686,32.64,8.0,2.0,4.0,,,GenuineIntel,6.0,26.0,,5.0,1596.0,1596.0,1596.0,,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUW3530@2.80GHz,5.0,2926.0,8192.0,0.0,8.0,4.0,0.0,11.0,5586.25,64.0,64.0,36.48,18.0,Intel Xeon CPU W3530@2.80GHz,Intel Xeon,,Intel Xeon W3530,Intel Xeon W3530,45.0,130.0,2010.0
2413.0,IntelXeonW3565,1,x86_64,32.64,8.0,2.0,4.0,1.0,1.0,GenuineIntel,6.0,26.0,,5.0,1596.0,1596.0,1596.0,6383.56,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUW3565@3.20GHz,5.0,3200.132,8192.0,0.0,8.0,4.0,0.0,11.0,6400.26,64.0,64.0,36.48,60.0,Intel Xeon CPU W3565@3.20GHz,Intel Xeon,,Intel Xeon W3565,Intel Xeon W3565,45.0,130.0,2009.0
2418.0,IntelXeonW3690,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,44.0,,2.0,3466.961,3466.962,3466.9629999999997,6933.92,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUW3690@3.47GHz,2.0,3466.961,12288.0,0.0,12.0,6.0,0.0,11.0,6933.92,64.0,64.0,36.48,184.0,Intel Xeon CPU W3690@3.47GHz,Intel Xeon,,Intel Xeon W3690,Intel Xeon W3690,32.0,130.0,2011.0
2421.0,IntelXeonX5550,1,x86_64,32.64,2.0,2.0,1.0,,1.0,GenuineIntel,6.0,26.0,,5.0,2666.76,2666.77,2666.78,5333.52,32.0,32.0,256.0,8192.0,GenuineIntel,6.0,26.0,Intel(R)Xeon(R)CPUX5550@2.67GHz,5.0,3401.285,8192.0,1.0,8.0,4.0,16.0,11.0,6802.57,64.0,64.0,40.48,36.0,Intel Xeon CPU X5550@2.67GHz,Intel Xeon,,Intel Xeon X5550,Intel Xeon X5550,45.0,95.0,2009.0
2425.0,IntelXeonX5650,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,44.0,,2.0,2668.0,2668.0,2668.0,7400.18,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5650@2.67GHz,2.0,2660.0690000000004,12288.0,1.0,12.0,6.0,32.0,11.0,5320.13,64.0,64.0,40.48,64.0,Intel Xeon CPU X5650@2.67GHz,Intel Xeon,,Intel Xeon X5650,Intel Xeon X5650,32.0,95.0,2010.0
2426.0,IntelXeonX5660,1,x86_64,32.64,12.0,2.0,6.0,1.0,1.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5660@2.80GHz,2.0,2793.005,2793.006,2793.007,5586.01,32.0,32.0,256.0,12288.0,GenuineIntel,6.0,44.0,Intel(R)Xeon(R)CPUX5660@2.80GHz,2.0,2793.005,12288.0,1.0,12.0,6.0,32.0,11.0,5586.01,64.0,64.0,40.48,42.0,Intel Xeon CPU X5660@2.80GHz,Intel Xeon,Intel Xeon CPU X5660@2.80GHz,Intel Xeon X5660,Intel Xeon X5660,32.0,95.0,2010.0
