uarch,chip type,launch_year,processor number,idPhoronix,idSPEC,idGeekBench,cache,type_cache,bus_speed,bus_type,instruction set extensions,instruction set,max memory size,memory types,# of memory channels,max memory bandwidth,ecc memory supported,processor graphics,graphics base frequency,graphics max dynamic frequency,graphics video max memory,# of d isplays supported,graphics and imc lithography,pci express revision,pci express lanes,lithography,# of cores,# of threads,base frequency,turbo frequency,tdp-up frequency,tdp-up,tdp-down frequency,t dp-down,tdp (W),turbo boost technology,vpro,hyper-threading,(vt-x),(vt-d),tsx-ni,idle states,speedstep,thermal mo nitoring,identity protection,aes new instructions,secure key,trusted execution,execute disable bit,anti-theft,price
haswell,desktop,2014,i3-4150T,,Intel Core i3-4150T,,3, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4400,200,1.15 ,2,3,22,3.0,16,22,2,4,3,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,117
haswell,mobile,2013,i3-4158U,,,,3, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,16,DDR3L 1333/1600,2,25.6,0,Intel® Iris™ Graphics 5100,200,1.1,2,3,0,2,12,22,2,4,2,0,0,0,0,0,28,0,0,1,1,1,0,1,1,1,1,1,1,0,1,1,315
haswell,desktop,2014,i3-4160,,Intel Core i3-4160,,3, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4400,350,1.15 ,2,3,22,3.0,16,22,2,4,3.6,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,117
haswell,desktop,2014,i3-4160T,,,,3, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4400,200,1.15 ,2,3,22,3.0,16,22,2,4,3.1,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,117
haswell,desktop,2015,i3-4170,,,,3,,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4400,350,1.15 ,2,3,22,3.0,16,22,2,4,3.7,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,117
haswell,desktop,2015,i3-4170T,,,,3,,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4400,200,1.15 ,2,3,22,3.0,16,22,2,4,3.2,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,117
haswell,desktop,2013,i3-4330,,Intel Core i3-4330,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.5,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,142.5
haswell,embedded,2013,i3-4330,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.5,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,142.5
haswell,desktop,2013,i3-4330T,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,200,1.15 ,2,3,22,3.0,16,22,2,4,3,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,138
haswell,embedded,2013,i3-4330TE,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1333/1600,2,25.6,1,Intel® HD Graphics 4600,350,1,1.7,3,22,3,16,22,2,4,2.4,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,122
haswell,desktop,2013,i3-4340,,Intel Core i3-4340,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.6,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,153
haswell,embedded,2014,i3-4340TE,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1333/1600,2,25.6,1,Intel® HD Graphics 4600,350,1,1.7,3,22,3,16,22,2,4,2.6,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,138
haswell,desktop,2014,i3-4350,,Intel Core i3-4350,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.6,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,142.5
haswell,desktop,2014,i3-4350T,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,200,1.15 ,2,3,22,3.0,16,22,2,4,3.1,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,138
haswell,embedded,2014,i3-4350T,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,200,1.15 ,2,3,22,3.0,16,22,2,4,3.1,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,0,0,1,0,138
haswell,desktop,2014,i3-4360,,Intel Core i3-4360,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.7,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,142.5
haswell,embedded,2014,i3-4360,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.7,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,142.5
haswell,desktop,2014,i3-4360T,,,,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,200,1.15 ,2,3,22,3.0,16,22,2,4,3.2,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,138
haswell,desktop,2014,i3-4370,,Intel Core i3-4370,Intel Core i3-4370,4, SmartCache,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,350,1.15 ,2,3,22,3.0,16,22,2,4,3.8,0,0,0,0,0,54,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,142.5
haswell,desktop,2015,i3-4370T,,,,4,,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR3-1333/1600, DDR3L-1333/1600 @ 1.5V",2,25.6,1,Intel® HD Graphics 4600,200,1.15 ,2,3,22,3.0,16,22,2,4,3.3,0,0,0,0,0,35,0,0,1,1,0,0,1,1,1,0,1,1,0,1,0,138
broadwell,mobile,2015,i3-5005U,,,,3,,40,DMI2,SSE 4.1/4.2 AVX 2.0,64-bit,16,DDR3L 1333/1600 LPDDR 1333 /1600,2,25.6,0,Intel® HD Graphics 5500,300,0.85,16,3,14,2,12,14,2,4,2,0,0,0,600,10 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,275
broadwell,mobile,2015,i3-5010U,,,,3,,40,DMI2,SSE 4.1/4.2 AVX 2.0,64-bit,16,DDR3L 1333/1600 LPDDR 1333 /1600,2,25.6,0,Intel® HD Graphics 5500,300,0.9,16,3,14,2,12,14,2,4,2.1,0,0,0,600,10 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,281
broadwell,embedded,2015,i3-5010U,,,,3,,40,DMI2,SSE 4.1/4.2 AVX 2.0,64-bit,16,DDR3L 1333/1600 LPDDR 1333 /1600,2,25.6,0,Intel® HD Graphics 5500,300,0.9,16,3,14,2,12,14,2,4,2.1,0,0,0,600,10 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,281
broadwell,mobile,2015,i3-5015U,,,,3,,40,DMI2,SSE 4.1/4.2 AVX 2.0,64-bit,16,DDR3L 1333/1600 LPDDR 1333 /1600,2,25.6,0,Intel® HD Graphics 5500,300,0.85,16,3,14,2,12,14,2,4,2.1,0,0,0,600,10 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,275
broadwell,mobile,2015,i3-5020U,,,,3,,40,DMI2,SSE 4.1/4.2 AVX 2.0,64-bit,16,DDR3L 1333/1600 LPDDR 1333 /1600,2,25.6,0,Intel® HD Graphics 5500,300,0.9,16,3,14,2,12,14,2,4,2.2,0,0,0,600,10 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,281
broadwell,mobile,2015,i3-5157U,,,,3,,40,DMI2,"SSE4.1/4.2, AVX 2.0",64-bit,16,"DDR3L 1333/1600, LPDDR3 1600/1866",2,25.6,0,Intel® Iris™ Graphics 6100,300,1,16,3,14,2,12,14,2,4,2.5,0,0,0,600,23 W,28,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,315
westmere,desktop,2010,i3-530,,Intel Core i3-530,,4, SmartCache,20,DMI,SSE4.2,64-bit,16,DDR3 1066/1333,2,21,0,Intel® HD Graphics,733,0,0,2,45,2,16,32,2,4,2.93 ,0,0,0,0,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,117
westmere,desktop,2010,i3-540,,Intel Core i3-540,,4, SmartCache,20,DMI,SSE4.2,64-bit,16,DDR3 1066/1333,2,21,0,Intel® HD Graphics,733,0,0,2,45,2,16,32,2,4,03.06,0,0,0,0,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,113
westmere,embedded,2010,i3-540,,,,4, SmartCache,20,DMI,SSE4.2,64-bit,16,DDR3 1066/1333,2,21,0,Intel® HD Graphics,733,0,0,2,45,2,16,32,2,4,03.06,0,0,0,0,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,113
westmere,desktop,2010,i3-550,,Intel Core i3-550,,4, SmartCache,20,DMI,SSE4.2,64-bit,16,DDR3 1066/1333,2,21,0,Intel® HD Graphics,733,0,0,2,45,2,16,32,2,4,3.2,0,0,0,0,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,117
westmere,desktop,2010,i3-560,,Intel Core i3-560,,4, SmartCache,20,DMI,SSE4.2,64-bit,16,DDR3 1066/1333,2,21,0,Intel® HD Graphics,733,0,0,2,45,2,16,32,2,4,3.33 ,0,0,0,0,0,73,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,117
skylake,desktop,2015,i3-6098P,,Intel Core i3-6098P,,3,,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 510,350,01.05,64,3,14,3,16,14,2,4,3.6,0,0,0,0,0,54,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,117
skylake,desktop,2015,i3-6100,,Intel Core i3-6100,Intel Core i3-6100,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,01.05,64,3,14,3,16,14,2,4,3.7,0,0,0,0,0,51,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,117
skylake,embedded,2015,i3-6100,,,,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,01.05,64,3,14,3,16,14,2,4,3.7,0,0,0,0,0,51,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,117
skylake,embedded,2015,i3-6100E,,,,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 ,1,Intel® HD Graphics 530,350,0.95,64,3,14,3,16,14,2,4,2.7,0,0,0,0,0,35,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,225
skylake,mobile,2015,i3-6100H,,,,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 ,0,Intel® HD Graphics 530,350,0.9,64,3,14,3,16,14,2,4,2.7,0,0,0,0,0,35,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,225
skylake,desktop,2015,i3-6100T,,,,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,0.95,64,3,14,3,16,14,2,4,3.2,0,0,0,0,0,35,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,117
skylake,embedded,2015,i3-6100TE,,Intel Core i3-6100TE,,4, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,1,64,3,14,3,16,14,2,4,2.7,0,0,0,0,0,35,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,117
skylake,mobile,2015,i3-6100U,,,,3, SmartCache,0,,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR4-1866/2133, LPDDR3-1600/1866",2,34.1 ,0,Intel® HD Graphics 520,300,1,32,3,14,3,12,14,2,4,2.3,0,0,0,800,7.5 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,281
skylake,embedded,2015,i3-6100U,,,,3, SmartCache,0,,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR4-1866/2133, LPDDR3-1600/1866",2,34.1 ,0,Intel® HD Graphics 520,300,1,32,3,14,3,12,14,2,4,2.3,0,0,0,800,7.5 W,15,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,281
skylake,embedded,2015,i3-6102E,,,,3, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-2133, LPDDR3-1866, DDR3L-1600",2,34.1 ,1,Intel® HD Graphics 530,350,0.95,64,3,14,3,16,14,2,4,1.9,0,0,0,0,0,25,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,225
skylake,mobile,2015,i3-6167U,,,,3, SmartCache,0,,"SSE4.1/4.2, AVX 2.0",64-bit,32,"DDR4-1866/2133, LPDDR3-1600/1866",2,34.1 ,0,Intel® Iris™ Graphics 550,300,1,32,3,14,3,12,14,2,4,2.7,0,0,0,0,23 W,28,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,304
skylake,desktop,2015,i3-6300,,Intel Core i3-6300,Intel Core i3-6300,4, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,1.15 ,64,3,14,3,16,14,2,4,3.8,0,0,0,0,0,51,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,142
skylake,desktop,2015,i3-6300T,,,,4, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,0.95,64,3,14,3,16,14,2,4,3.3,0,0,0,0,0,35,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,142
skylake,desktop,2015,i3-6320,,,Intel Core i3-6320,4, SmartCache,64,DMI3,"SSE4.1/4.2, AVX 2.0",64-bit,64,"DDR4-1866/2133, DDR3L-1333/1600 @ 1.35V",2,34.1 ,1,Intel® HD Graphics 530,350,1.15 ,64,3,14,3,16,14,2,4,3.9,0,0,0,0,0,51,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,153
sandy bridge,desktop,2011,i5-2300,,Intel Core i5-2300,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,2.8,3.1,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,187
sandy bridge,desktop,2011,i5-2310,,Intel Core i5-2310,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,2.9,3.2,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
sandy bridge,desktop,2011,i5-2320,,Intel Core i5-2320,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,3,3.3,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
sandy bridge,desktop,2012,i5-2380P,,,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,0,0,0,0,0,0,2,16,32,4,4,3.1,3.4,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,187
sandy bridge,desktop,2011,i5-2390T,,Intel Core i5-2390T,,3, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,650,1.1,0,2,0,2,16,32,2,4,2.7,3.5,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0
sandy bridge,desktop,2011,i5-2400,,Intel Core i5-2400,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,3.1,3.4,0,0,0,0,95,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,178
sandy bridge,embedded,2011,i5-2400,,,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,3.1,3.4,0,0,0,0,95,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,178
sandy bridge,desktop,2011,i5-2400S,,Intel Core i5-2400S,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,2.5,3.3,0,0,0,0,65,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
sandy bridge,desktop,2011,i5-2405S,,,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 3000,850,1.1,0,2,0,2,16,32,4,4,2.5,3.3,0,0,0,0,65,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
sandy bridge,mobile,2011,i5-2410M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.2,0,2,32,2,16,32,2,4,2.3,2.9,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,0,0,0,1,1,0
sandy bridge,mobile,2011,i5-2430M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.2,0,2,32,2,16,32,2,4,2.4,3,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
sandy bridge,mobile,2011,i5-2435M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.3,0,2,32,2,16,32,2,4,2.4,3,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
sandy bridge,mobile,2012,i5-2450M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.3,0,2,32,2,16,32,2,4,2.5,3.1,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
sandy bridge,desktop,2012,i5-2450P,,,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,0,0,0,0,0,0,2,16,32,4,4,3.2,3.5,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,205
sandy bridge,mobile,2011,i5-2467M,,,,3, L3,40,DMI,AVX,64-bit,8,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,350,1.15 ,0,2,32,2,16,32,2,4,1.6,2.3,0,0,0,0,17,2,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0
sandy bridge,desktop,2011,i5-2500,,Intel Core i5-2500,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,3.3,3.7,0,0,0,0,95,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
sandy bridge,desktop,2011,i5-2500K,,Intel Core i5-2500K,Intel Core i5-2500K,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 3000,850,1.1,0,2,0,2,16,32,4,4,3.3,3.7,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0
sandy bridge,desktop,2011,i5-2500S,,Intel Core i5-2500S,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,850,1.1,0,2,0,2,16,32,4,4,2.7,3.7,0,0,0,0,65,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,205
sandy bridge,desktop,2011,i5-2500T,,Intel Core i5-2500T,,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,Intel® HD Graphics 2000,650,1.25 ,0,2,0,2,16,32,4,4,2.3,3.3,0,0,0,0,45,2,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0
sandy bridge,mobile,2011,i5-2510E,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.1,0,2,32,2,16,32,2,4,2.5,3.1,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,247
sandy bridge,embedded,2011,i5-2510E,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.1,0,2,32,2,16,32,2,4,2.5,3.1,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,247
sandy bridge,embedded,2011,i5-2515E,,,,3, SmartCache,0,,AVX,64-bit,16,DDR3 1066/1333,2,21.3,1,Intel® HD Graphics 3000,650,1.1,0,2,32,2,16,32,2,4,2.5,3.1,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,0,0,256
sandy bridge,mobile,2011,i5-2520M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.3,0,2,32,2,16,32,2,4,2.5,3.2,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
sandy bridge,mobile,2011,i5-2537M,,,,3, SmartCache,40,DMI,AVX,64-bit,8,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,350,0.9,0,2,32,2,16,32,2,4,1.4,2.3,0,0,0,0,17,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
sandy bridge,mobile,2011,i5-2540M,,,,3, SmartCache,40,DMI,AVX,64-bit,16,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,650,1.3,0,2,32,2,16,32,2,4,2.6,3.3,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,269
sandy bridge,desktop,2012,i5-2550K,,,Intel Core i5-2550K,6, SmartCache,40,DMI,"SSE4.1/4.2, AVX",64-bit,32,DDR3 1066/1333,2,21,0,0,0,0,0,0,0,2,16,32,4,4,3.4,3.8,0,0,0,0,95,2,0,0,1,0,0,1,1,1,1,1,0,0,1,0,235
sandy bridge,mobile,2011,i5-2557M,,,,3, L3,40,DMI,AVX,64-bit,8,DDR3 1066/1333,2,21.3,0,Intel® HD Graphics 3000,350,1.2,0,2,32,2,16,32,2,4,1.7,2.7,0,0,0,0,17,2,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0
ivy bridge,mobile,2012,i5-3210M,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,650,1.1,0,3,22,3,1,22,2,4,2.5,3.1,0,0,0,0,35,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,225
ivy bridge,mobile,2012,i5-3210M,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,650,1.1,0,3,22,3,1,22,2,4,2.5,3.1,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,225
ivy bridge,mobile,2013,i5-3230M,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,650,1.1,0,3,22,3,1,22,2,4,2.6,3.2,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,225
ivy bridge,mobile,2013,i5-3230M,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,650,1.1,0,3,22,3,1,22,2,4,2.6,3.2,0,0,0,0,35,2,0,1,1,0,0,1,1,1,1,1,1,0,1,1,225
ivy bridge,mobile,2012,i5-3317U,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,350,01.05,0,3,22,2,1,22,2,4,1.7,2.6,0,0,0,0,17,2,0,1,1,1,0,1,1,1,1,1,1,0,1,1,225
ivy bridge,mobile,2012,i5-3320M,,,,3, SmartCache,40,DMI,AVX,64-bit,32,DDR3/L/-RS 1333/1600,2,25.6,0,Intel® HD Graphics 4000,650,1.2,0,3,22,3,1,22,2,4,2.6,3.3,0,0,0,0,35,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,226
