id,Model name,Name,Producer,,Codename,cores,min_cores,max_cores,core,raw_clock,mid_clock_inter,val_mid,unit_mid,min_clock,max_clock_inter,max_clock,unit_clock_to,mid_final,unit_final,clock,Socket,Process (nm),L3 Cache,TDP (W),Released,rel_date,rel_year
1424,Intel Core i5-3317U,Core i5-3317U,Intel,,Ivy Bridge,2 / 4,2,4,3,"1,7 to 2,6 GHz",,,,"1,7"," 2,6 GHz","2,60",GHz,"2,15",GHz,"2,15",BGA 1023,22,3MB,17,"Jun 1st, 2012",Jun 1st,2012
1425,Intel Core i5-3320M,Core i5-3320M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,6 to 3,3 GHz",,,,"2,6"," 3,3 GHz","3,30",GHz,"2,95",GHz,"2,95",Socket G2 (988B),22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1426,Intel Core i5-3320M,Core i5-3320M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,6 to 3,3 GHz",,,,"2,6"," 3,3 GHz","3,30",GHz,"2,95",GHz,"2,95",BGA 1023,22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1427,Intel Core i5-3330,Core i5-3330,Intel,,Ivy Bridge,4,,,4,"3 to 3,2 GHz",,,,3," 3,2 GHz","3,20",GHz,"3,1",GHz,"3,1",Socket 1155,22,6MB,77,"Sep 3rd, 2012",Sep 3rd,2012
1428,Intel Core i5-3330S,Core i5-3330S,Intel,,Ivy Bridge,4,,,4,"2,7 to 3,2 GHz",,,,"2,7"," 3,2 GHz","3,20",GHz,"2,95",GHz,"2,95",Socket 1155,22,6MB,77,"Sep 3rd, 2012",Sep 3rd,2012
1429,Intel Core i5-3335S,Core i5-3335S,Intel,,Ivy Bridge,4,,,4,"2,7 to 3,2 GHz",,,,"2,7"," 3,2 GHz","3,20",GHz,"2,95",GHz,"2,95",Socket 1155,22,6MB,65,"Nov 1st, 2012",Nov 1st,2012
1430,Intel Core i5-3337U,Core i5-3337U,Intel,,Ivy Bridge,2 / 4,2,4,3,"1,8 to 2,8 GHz",,,,"1,8"," 2,8 GHz","2,80",GHz,"2,3",GHz,"2,3",BGA 1023,22,3MB,17,"Jan 1st, 2013",Jan 1st,2013
1431,Intel Core i5-3339Y,Core i5-3339Y,Intel,,Ivy Bridge,2,,,2,"1,5 to 2,3 GHz",,,,"1,5"," 2,3 GHz","2,30",GHz,"1,9",GHz,"1,9",BGA 1023,22,3MB,13,"Jan 8th, 2013",Jan 8th,2013
1432,Intel Core i5-3340M,Core i5-3340M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,7 to 3,4 GHz",,,,"2,7"," 3,4 GHz","3,40",GHz,"3,05",GHz,"3,05",Socket G2 (988B),22,3MB,35,"Jan 1st, 2013",Jan 1st,2013
1433,Intel Core i5-3340M,Core i5-3340M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,7 to 3,4 GHz",,,,"2,7"," 3,4 GHz","3,40",GHz,"3,05",GHz,"3,05",BGA 1023,22,3MB,35,"Jan 1st, 2013",Jan 1st,2013
1434,Intel Core i5-3350P,Core i5-3350P,Intel,,Ivy Bridge,4,,,4,"3,1 to 3,3 GHz",,,,"3,1"," 3,3 GHz","3,30",GHz,"3,2",GHz,"3,2",Socket 1155,22,6MB,69,"Sep 3rd, 2012",Sep 3rd,2012
1435,Intel Core i5-3360M,Core i5-3360M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,8 to 3,5 GHz",,,,"2,8"," 3,5 GHz","3,50",GHz,"3,15",GHz,"3,15",Socket G2 (988B),22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1436,Intel Core i5-3360M,Core i5-3360M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,8 to 3,5 GHz",,,,"2,8"," 3,5 GHz","3,50",GHz,"3,15",GHz,"3,15",BGA 1023,22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1437,Intel Core i5-3365M,Core i5-3365M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,8 to 3,5 GHz",,,,"2,8"," 3,5 GHz","3,50",GHz,"3,15",GHz,"3,15",BGA 1023,22,3MB,35,"Nov 1st, 2012",Nov 1st,2012
1438,Intel Core i5-3380M,Core i5-3380M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket G2 (988B),22,3MB,35,"Jan 1st, 2013",Jan 1st,2013
1439,Intel Core i5-3380M,Core i5-3380M,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",BGA 1023,22,3MB,35,"Jan 1st, 2013",Jan 1st,2013
1440,Intel Core i5-3427U,Core i5-3427U,Intel,,Ivy Bridge,2 / 4,2,4,3,"1,8 to 2,8 GHz",,,,"1,8"," 2,8 GHz","2,80",GHz,"2,3",GHz,"2,3",BGA 1023,22,3MB,17,"Jun 1st, 2012",Jun 1st,2012
1441,Intel Core i5-3437U,Core i5-3437U,Intel,,Ivy Bridge,2 / 4,2,4,3,"1,9 to 2,9 GHz",,,,"1,9"," 2,9 GHz","2,90",GHz,"2,4",GHz,"2,4",BGA 1023,22,3MB,17,"Jan 1st, 2013",Jan 1st,2013
1442,Intel Core i5-3439Y,Core i5-3439Y,Intel,,Ivy Bridge,2,,,2,"1,5 to 2,3 GHz",,,,"1,5"," 2,3 GHz","2,30",GHz,"1,9",GHz,"1,9",BGA 1023,22,3MB,13,"Jan 8th, 2013",Jan 8th,2013
1443,Intel Core i5-3450,Core i5-3450,Intel,,Ivy Bridge,4,,,4,"3,1 to 3,5 GHz",,,,"3,1"," 3,5 GHz","3,50",GHz,"3,3",GHz,"3,3",Socket 1155,22,6MB,77,"Apr 29th, 2012",Apr 29th,2012
1444,Intel Core i5-3450S,Core i5-3450S,Intel,,Ivy Bridge,4,,,4,"2,8 to 3,5 GHz",,,,"2,8"," 3,5 GHz","3,50",GHz,"3,15",GHz,"3,15",Socket 1155,22,6MB,65,"Apr 29th, 2012",Apr 29th,2012
1445,Intel Core i5-3470,Core i5-3470,Intel,,Ivy Bridge,4,,,4,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1155,22,6MB,77,"Jun 1st, 2012",Jun 1st,2012
1446,Intel Core i5-3470S,Core i5-3470S,Intel,,Ivy Bridge,4,,,4,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1155,22,6MB,65,"Jun 1st, 2012",Jun 1st,2012
1447,Intel Core i5-3470T,Core i5-3470T,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1155,22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1448,Intel Core i5-3475S,Core i5-3475S,Intel,,Ivy Bridge,4,,,4,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1155,22,6MB,65,"Jun 1st, 2012",Jun 1st,2012
1449,Intel Core i5-3550,Core i5-3550,Intel,,Ivy Bridge,4,,,4,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1155,22,6MB,77,"Apr 29th, 2012",Apr 29th,2012
1450,Intel Core i5-3550S,Core i5-3550S,Intel,,Ivy Bridge,4,,,4,"3 to 3,7 GHz",,,,3," 3,7 GHz","3,70",GHz,"3,35",GHz,"3,35",Socket 1155,22,6MB,65,"Apr 29th, 2012",Apr 29th,2012
1451,Intel Core i5-3570,Core i5-3570,Intel,,Ivy Bridge,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,22,6MB,77,"Jun 1st, 2012",Jun 1st,2012
1452,Intel Core i5-3570K,Core i5-3570K,Intel,,Ivy Bridge,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1155,22,6MB,77,"Apr 29th, 2012",Apr 29th,2012
1453,Intel Core i5-3570S,Core i5-3570S,Intel,,Ivy Bridge,4,,,4,"3,1 to 3,8 GHz",,,,"3,1"," 3,8 GHz","3,80",GHz,"3,45",GHz,"3,45",Socket 1155,22,6MB,65,"Jun 1st, 2012",Jun 1st,2012
1454,Intel Core i5-3570T,Core i5-3570T,Intel,,Ivy Bridge,4,,,4,"2,3 to 3,3 GHz",,,,"2,3"," 3,3 GHz","3,30",GHz,"2,8",GHz,"2,8",Socket 1155,22,6MB,45,"Apr 29th, 2012",Apr 29th,2012
1455,Intel Core i5-3610ME,Core i5-3610ME,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,7 to 3,3 GHz",,,,"2,7"," 3,3 GHz","3,30",GHz,3,GHz,3,BGA 1023,22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1456,Intel Core i5-3610ME,Core i5-3610ME,Intel,,Ivy Bridge,2 / 4,2,4,3,"2,7 to 3,3 GHz",,,,"2,7"," 3,3 GHz","3,30",GHz,3,GHz,3,Socket G2 (988B),22,3MB,35,"Jun 1st, 2012",Jun 1st,2012
1457,Intel Core i5-4200U,Core i5-4200U,Intel,,Haswell,2 / 4,2,4,3,"1,6 to 2,6 GHz",,,,"1,6"," 2,6 GHz","2,60",GHz,"2,1",GHz,"2,1",BGA 1168,22,3MB,15,"Jun 4th, 2013",Jun 4th,2013
1458,Intel Core i5-4200Y,Core i5-4200Y,Intel,,Haswell,2 / 4,2,4,3,1400 to 1900 MHz,,,,1400, 1900 MHz,"1 900,00",MHz,1650,MHz,"1,65",BGA 1168,22,3MB,12,"Jun 4th, 2013",Jun 4th,2013
1459,Intel Core i5-4210U,Core i5-4210U,Intel,,Haswell,2 / 4,2,4,3,"1,7 to 2,7 GHz",,,,"1,7"," 2,7 GHz","2,70",GHz,"2,2",GHz,"2,2",BGA 1168,22,3MB,15,"Apr 14th, 2014",Apr 14th,2014
1460,Intel Core i5-4250U,Core i5-4250U,Intel,,Haswell,2 / 4,2,4,3,"1,3 to 2,6 GHz",,,,"1,3"," 2,6 GHz","2,60",GHz,"1,95",GHz,"1,95",BGA 1168,22,3MB,15,"Jun 4th, 2013",Jun 4th,2013
1461,Intel Core i5-4258U,Core i5-4258U,Intel,,Haswell,2 / 4,2,4,3,"2,4 to 2,9 GHz",,,,"2,4"," 2,9 GHz","2,90",GHz,"2,65",GHz,"2,65",BGA 1168,22,3MB,28,"Jun 4th, 2013",Jun 4th,2013
1462,Intel Core i5-4288U,Core i5-4288U,Intel,,Haswell,2 / 4,2,4,3,"2,6 to 3,1 GHz",,,,"2,6"," 3,1 GHz","3,10",GHz,"2,85",GHz,"2,85",BGA 1168,22,3MB,28,"Jun 4th, 2013",Jun 4th,2013
1463,Intel Core i5-4300M,Core i5-4300M,Intel,,Haswell,2 / 4,2,4,3,"2,6 to 3,6 GHz",,,,"2,6"," 3,6 GHz","3,60",GHz,"3,1",GHz,"3,1",Socket G3,22,3MB,37,"Sep 1st, 2013",Sep 1st,2013
1464,Intel Core i5-430M,Core i5-430M,Intel,,Arrandale,2 / 4,2,4,3,"2,267 to 2,534 GHz",,,,2267," 2,534 GHz","2,53",GHz,"2,4005",GHz,"2,4005",Socket G1,32,3MB,35,"Jan 7th, 2010",Jan 7th,2010
1465,Intel Core i5-4330M,Core i5-4330M,Intel,,Haswell,2 / 4,2,4,3,"2,8 to 3,8 GHz",,,,"2,8"," 3,8 GHz","3,80",GHz,"3,3",GHz,"3,3",Socket G3,22,3MB,37,"Sep 1st, 2013",Sep 1st,2013
1466,Intel Core i5-4350U,Core i5-4350U,Intel,,Haswell,2 / 4,2,4,3,"1,4 to 2,9 GHz",,,,"1,4"," 2,9 GHz","2,90",GHz,"2,15",GHz,"2,15",BGA 1168,22,3MB,15,"Jun 4th, 2013",Jun 4th,2013
1467,Intel Core i5-4430,Core i5-4430,Intel,,Haswell,4,,,4,"3 to 3,2 GHz",,,,3," 3,2 GHz","3,20",GHz,"3,1",GHz,"3,1",Socket 1150,22,6MB,84,"Jun 2nd, 2013",Jun 2nd,2013
1468,Intel Core i5-4430S,Core i5-4430S,Intel,,Haswell,4,,,4,"2,7 to 3,2 GHz",,,,"2,7"," 3,2 GHz","3,20",GHz,"2,95",GHz,"2,95",Socket 1150,22,6MB,65,"Jun 2nd, 2013",Jun 2nd,2013
1469,Intel Core i5-4440,Core i5-4440,Intel,,Haswell,4,,,4,"3,1 to 3,3 GHz",,,,"3,1"," 3,3 GHz","3,30",GHz,"3,2",GHz,"3,2",Socket 1150,22,6MB,84,"Sep 1st, 2013",Sep 1st,2013
1470,Intel Core i5-4440S,Core i5-4440S,Intel,,Haswell,4,,,4,"2,8 to 3,3 GHz",,,,"2,8"," 3,3 GHz","3,30",GHz,"3,05",GHz,"3,05",Socket 1150,22,6MB,65,"Sep 1st, 2013",Sep 1st,2013
1471,Intel Core i5-450M,Core i5-450M,Intel,,Arrandale,2 / 4,2,4,3,"2,4 to 2,666 GHz",,,,"2,4"," 2,666 GHz","2,67",GHz,2533,GHz,2533,Socket G1,32,3MB,35,"Sep 26th, 2010",Sep 26th,2010
1472,Intel Core i5-4570,Core i5-4570,Intel,,Haswell,4,,,4,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1150,22,6MB,84,"Jun 2nd, 2013",Jun 2nd,2013
1473,Intel Core i5-4570R,Core i5-4570R,Intel,,Haswell,4,,,4,"2,7 to 3,2 GHz",,,,"2,7"," 3,2 GHz","3,20",GHz,"2,95",GHz,"2,95",BGA 1364,22,4MB,65,"Jun 2nd, 2013",Jun 2nd,2013
1474,Intel Core i5-4570S,Core i5-4570S,Intel,,Haswell,4,,,4,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1150,22,6MB,65,"Jun 2nd, 2013",Jun 2nd,2013
1475,Intel Core i5-4570T,Core i5-4570T,Intel,,Haswell,2 / 4,2,4,3,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1150,22,4MB,35,"Jun 2nd, 2013",Jun 2nd,2013
1476,Intel Core i5-4570TE,Core i5-4570TE,Intel,,Haswell,2 / 4,2,4,3,"2,7 to 3,3 GHz",,,,"2,7"," 3,3 GHz","3,30",GHz,3,GHz,3,Socket 1150,22,4MB,35,"Jun 2nd, 2013",Jun 2nd,2013
1477,Intel Core i5-4590,Core i5-4590,Intel,,Haswell,4,,,4,"3,3 to 3,7 GHz",,,,"3,3"," 3,7 GHz","3,70",GHz,"3,5",GHz,"3,5",Socket 1150,22,6MB,84,"May 1st, 2014",May 1st,2014
1478,Intel Core i5-4590S,Core i5-4590S,Intel,,Haswell,4,,,4,"2,9 to 3,6 GHz",,,,"2,9"," 3,6 GHz","3,60",GHz,"3,25",GHz,"3,25",Socket 1150,22,6MB,65,"May 1st, 2014",May 1st,2014
1479,Intel Core i5-460M,Core i5-460M,Intel,,Arrandale,2 / 4,2,4,3,"2,534 to 2,8 GHz",,,,2534," 2,8 GHz","2,80",GHz,2667,GHz,2667,Socket G1,32,3MB,35,"Sep 26th, 2010",Sep 26th,2010
1480,Intel Core i5-4670,Core i5-4670,Intel,,Haswell,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1150,22,6MB,84,"Jun 2nd, 2013",Jun 2nd,2013
1481,Intel Core i5-4670K,Core i5-4670K,Intel,,Haswell,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1150,22,6MB,84,"Jun 2nd, 2013",Jun 2nd,2013
1482,Intel Core i5-4670R,Core i5-4670R,Intel,,Haswell,4,,,4,"3 to 3,7 GHz",,,,3," 3,7 GHz","3,70",GHz,"3,35",GHz,"3,35",BGA 1364,22,4MB,65,"Jun 2nd, 2013",Jun 2nd,2013
1483,Intel Core i5-4670S,Core i5-4670S,Intel,,Haswell,4,,,4,"3,1 to 3,8 GHz",,,,"3,1"," 3,8 GHz","3,80",GHz,"3,45",GHz,"3,45",Socket 1150,22,6MB,65,"Jun 2nd, 2013",Jun 2nd,2013
1484,Intel Core i5-4670T,Core i5-4670T,Intel,,Haswell,4,,,4,"2,3 to 3,3 GHz",,,,"2,3"," 3,3 GHz","3,30",GHz,"2,8",GHz,"2,8",Socket 1150,22,6MB,45,"Jun 2nd, 2013",Jun 2nd,2013
1485,Intel Core i5-4690,Core i5-4690,Intel,,Haswell,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1150,22,6MB,84,"May 1st, 2014",May 1st,2014
1486,Intel Core i5-4690K,Core i5-4690K,Intel,,Haswell,4,,,4,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1150,22,6MB,88,"Jun 2nd, 2014",Jun 2nd,2014
1487,Intel Core i5-480M,Core i5-480M,Intel,,Arrandale,2 / 4,2,4,3,"2,667 to 2,933 GHz",,,,2667," 2,933 GHz","2,93",GHz,"2,8",GHz,"2,8",Socket G1,32,3MB,35,"Jan 9th, 2011",Jan 9th,2011
1488,Intel Core i5-5200U,Core i5-5200U,Intel,,Broadwell-U,2 / 4,2,4,3,"2,2 to 2,7 GHz",,,,"2,2"," 2,7 GHz","2,70",GHz,"2,45",GHz,"2,45",BGA 1168,14,3MB,15,"Mar 1st, 2015",Mar 1st,2015
1489,Intel Core i5-5250U,Core i5-5250U,Intel,,Broadwell-U,2 / 4,2,4,3,"1,6 to 2,7 GHz",,,,"1,6"," 2,7 GHz","2,70",GHz,"2,15",GHz,"2,15",BGA 1168,14,3MB,15,"Mar 1st, 2015",Mar 1st,2015
1490,Intel Core i5-5257U,Core i5-5257U,Intel,,Broadwell-U,2 / 4,2,4,3,"2,7 to 3,1 GHz",,,,"2,7"," 3,1 GHz","3,10",GHz,"2,9",GHz,"2,9",BGA 1168,14,3MB,28,"Mar 1st, 2015",Mar 1st,2015
1491,Intel Core i5-5287U,Core i5-5287U,Intel,,Broadwell-U,2 / 4,2,4,3,"2,9 to 3,3 GHz",,,,"2,9"," 3,3 GHz","3,30",GHz,"3,1",GHz,"3,1",BGA 1168,14,3MB,28,"Mar 1st, 2015",Mar 1st,2015
1492,Intel Core i5-5300U,Core i5-5300U,Intel,,Broadwell-U,2 / 4,2,4,3,"2,3 to 2,9 GHz",,,,"2,3"," 2,9 GHz","2,90",GHz,"2,6",GHz,"2,6",BGA 1168,14,3MB,15,"Mar 1st, 2015",Mar 1st,2015
1493,Intel Core i5-5350U,Core i5-5350U,Intel,,Broadwell-U,2 / 4,2,4,3,"1,8 to 2,9 GHz",,,,"1,8"," 2,9 GHz","2,90",GHz,"2,35",GHz,"2,35",BGA 1168,14,3MB,15,"Mar 1st, 2015",Mar 1st,2015
1494,Intel Core i5-540M,Core i5-540M,Intel,,Arrandale,2 / 4,2,4,3,"2,533 to 3,073 GHz",,,,2533," 3,073 GHz","3,07",GHz,2803,GHz,2803,Socket G1,32,3MB,35,"Jan 7th, 2010",Jan 7th,2010
1495,Intel Core i5-560M,Core i5-560M,Intel,,Arrandale,2 / 4,2,4,3,"2,667 to 3,2 GHz",,,,2667," 3,2 GHz","3,20",GHz,"2,9335",GHz,"2,9335",Socket G1,32,3MB,35,"Sep 26th, 2010",Sep 26th,2010
1496,Intel Core i5-5675C,Core i5-5675C,Intel,,Broadwell,4,,,4,"3,1 to 3,6 GHz",,,,"3,1"," 3,6 GHz","3,60",GHz,"3,35",GHz,"3,35",Socket 1150,14,4MB,65,"May 15th, 2015",May 15th,2015
1497,Intel Core i5-580M,Core i5-580M,Intel,,Arrandale,2 / 4,2,4,3,"2,667 to 3,333 GHz",,,,2667," 3,333 GHz","3,33",GHz,3,GHz,3,Socket G1,32,3MB,35,"Sep 26th, 2010",Sep 26th,2010
1498,Intel Core i5-6350HQ,Core i5-6350HQ,Intel,,Skylake-H,4,,,4,"2,3 to 3,2 GHz",,,,"2,3"," 3,2 GHz","3,20",GHz,"2,75",GHz,"2,75",BGA 1440,14,6MB,45,"Jan 24th, 2016",Jan 24th,2016
1499,Intel Core i5-6400,Core i5-6400,Intel,,Skylake,4,,,4,"2,7 to 3,3 GHz",,,,"2,7"," 3,3 GHz","3,30",GHz,3,GHz,3,Socket 1151,14,6MB,65,"Jul 2nd, 2015",Jul 2nd,2015
1500,Intel Core i5-650,Core i5-650,Intel,,Clarkdale,2 / 4,2,4,3,"3,2 to 3,466 GHz",,,,"3,2"," 3,466 GHz","3,47",GHz,3333,GHz,3333,Socket 1156,32,4MB,73,"Jan 7th, 2010",Jan 7th,2010
1501,Intel Core i5-6500,Core i5-6500,Intel,,Skylake,4,,,4,"3,2 to 3,6 GHz",,,,"3,2"," 3,6 GHz","3,60",GHz,"3,4",GHz,"3,4",Socket 1151,14,6MB,65,"Jul 2nd, 2015",Jul 2nd,2015
1502,Intel Core i5-655K,Core i5-655K,Intel,,Clarkdale,2 / 4,2,4,3,"3,2 to 3,466 GHz",,,,"3,2"," 3,466 GHz","3,47",GHz,3333,GHz,3333,Socket 1156,32,4MB,73,"May 30th, 2010",May 30th,2010
1503,Intel Core i5-660,Core i5-660,Intel,,Clarkdale,2 / 4,2,4,3,"3,333 to 3,6 GHz",,,,3333," 3,6 GHz","3,60",GHz,"3,4665",GHz,"3,4665",Socket 1156,32,4MB,73,"Jan 7th, 2010",Jan 7th,2010
1504,Intel Core i5-6600,Core i5-6600,Intel,,Skylake,4,,,4,"3,3 to 3,9 GHz",,,,"3,3"," 3,9 GHz","3,90",GHz,"3,6",GHz,"3,6",Socket 1151,14,6MB,65,"Jul 2nd, 2015",Jul 2nd,2015
1505,Intel Core i5-6600K,Core i5-6600K,Intel,,Skylake,4,,,4,"3,5 to 3,9 GHz",,,,"3,5"," 3,9 GHz","3,90",GHz,"3,7",GHz,"3,7",Socket 1151,14,6MB,95,"Jul 2nd, 2015",Jul 2nd,2015
1506,Intel Core i5-661,Core i5-661,Intel,,Clarkdale,2 / 4,2,4,3,"3,333 to 3,6 GHz",,,,3333," 3,6 GHz","3,60",GHz,"3,4665",GHz,"3,4665",Socket 1156,32,4MB,87,"Jan 7th, 2010",Jan 7th,2010
1507,Intel Core i5-670,Core i5-670,Intel,,Clarkdale,2 / 4,2,4,3,"3,466 to 3,733 GHz",,,,3466," 3,733 GHz","3,73",GHz,"3,5995",GHz,"3,5995",Socket 1156,32,4MB,73,"Jan 7th, 2010",Jan 7th,2010
1508,Intel Core i5-680,Core i5-680,Intel,,Clarkdale,2 / 4,2,4,3,"3,6 to 3,866 GHz",,,,"3,6"," 3,866 GHz","3,87",GHz,3733,GHz,3733,Socket 1156,32,4MB,73,"Apr 19th, 2010",Apr 19th,2010
1509,Intel Core i5-7300HQ,Core i5-7300HQ,Intel,,Kaby Lake-H,4,,,4,"2,5 to 3,5 GHz",,,,"2,5"," 3,5 GHz","3,50",GHz,3,GHz,3,BGA 1440,14,6MB,45,"Jan 3rd, 2017",Jan 3rd,2017
1510,Intel Core i5-7400,Core i5-7400,Intel,,Kaby Lake,4,,,4,"3 to 3,5 GHz",,,,3," 3,5 GHz","3,50",GHz,"3,25",GHz,"3,25",Socket 1151,14,6MB,65,"Jan 3rd, 2017",Jan 3rd,2017
1511,Intel Core i5-7400T,Core i5-7400T,Intel,,Kaby Lake,4,,,4,"2,4 to 3 GHz",,,,"2,4", 3 GHz,"3,00",GHz,"2,7",GHz,"2,7",Socket 1151,14,6MB,35,"Jan 3rd, 2017",Jan 3rd,2017
1512,Intel Core i5-750,Core i5-750,Intel,,Lynnfield,4,,,4,"2,666 to 3,2 GHz",,,,2666," 3,2 GHz","3,20",GHz,2933,GHz,2933,Socket 1156,45,8MB,95,"Sep 8th, 2009",Sep 8th,2009
1513,Intel Core i5-7500,Core i5-7500,Intel,,Kaby Lake,4,,,4,"3,4 to 3,8 GHz",,,,"3,4"," 3,8 GHz","3,80",GHz,"3,6",GHz,"3,6",Socket 1151,14,6MB,65,"Jan 3rd, 2017",Jan 3rd,2017
1514,Intel Core i5-7500T,Core i5-7500T,Intel,,Kaby Lake,4,,,4,"2,7 to 3,3 GHz",,,,"2,7"," 3,3 GHz","3,30",GHz,3,GHz,3,Socket 1151,14,6MB,35,"Jan 3rd, 2017",Jan 3rd,2017
1515,Intel Core i5-750s,Core i5-750s,Intel,,Lynnfield,4,,,4,"2,4 to 3,2 GHz",,,,"2,4"," 3,2 GHz","3,20",GHz,"2,8",GHz,"2,8",Socket 1156,45,8MB,82,"Jan 7th, 2010",Jan 7th,2010
1516,Intel Core i5-760,Core i5-760,Intel,,Lynnfield,4,,,4,"2,8 to 3,333 GHz",,,,"2,8"," 3,333 GHz","3,33",GHz,"3,0665",GHz,"3,0665",Socket 1156,45,8MB,95,"Jul 18th, 2010",Jul 18th,2010
1517,Intel Core i5-7600,Core i5-7600,Intel,,Kaby Lake,4,,,4,"3,5 to 4,1 GHz",,,,"3,5"," 4,1 GHz","4,10",GHz,"3,8",GHz,"3,8",Socket 1151,14,6MB,65,"Jan 3rd, 2017",Jan 3rd,2017
1518,Intel Core i5-7600K,Core i5-7600K,Intel,,Kaby Lake,4,,,4,"3,8 to 4,2 GHz",,,,"3,8"," 4,2 GHz","4,20",GHz,4,GHz,4,Socket 1151,14,6MB,91,"Jan 3rd, 2017",Jan 3rd,2017
1519,Intel Core i5-7600T,Core i5-7600T,Intel,,Kaby Lake,4,,,4,"2,8 to 3,7 GHz",,,,"2,8"," 3,7 GHz","3,70",GHz,"3,25",GHz,"3,25",Socket 1151,14,6MB,35,"Jan 3rd, 2017",Jan 3rd,2017
1520,Intel Core i5-7640X,Core i5-7640X,Intel,,Kaby Lake-X,4,,,4,"3,9 to 4,3 GHz",,,,"3,9"," 4,3 GHz","4,30",GHz,"4,1",GHz,"4,1",Socket 2066,14,6MB,112,"Jun 26th, 2017",Jun 26th,2017
1521,Intel Core i5-8250U,Core i5-8250U,Intel,,Kaby Lake-R,4 / 8,4,8,6,"1,6 to 3,4 GHz",,,,"1,6"," 3,4 GHz","3,40",GHz,"2,5",GHz,"2,5",BGA 1356,14,6MB,15,"Aug 21st, 2017",Aug 21st,2017
1522,Intel Core i5-8259U,Core i5-8259U,Intel,,Coffee Lake-U,4 / 8,4,8,6,"2,3 to 3,8 GHz",,,,"2,3"," 3,8 GHz","3,80",GHz,"3,05",GHz,"3,05",BGA 1356,14,6MB,28,"Apr 5th, 2018",Apr 5th,2018
1523,Intel Core i5-8265U,Core i5-8265U,Intel,,Whiskey Lake-U,4 / 8,4,8,6,"1,6 to 4,1 GHz",,,,"1,6"," 4,1 GHz","4,10",GHz,"2,85",GHz,"2,85",BGA 1440,14,6MB,28,"Oct 1st, 2018",Oct 1st,2018
1524,Intel Core i5-8269U,Core i5-8269U,Intel,,Kaby Lake-R,4 / 8,4,8,6,"2,6 to 4,2 GHz",,,,"2,6"," 4,2 GHz","4,20",GHz,"3,4",GHz,"3,4",BGA 1356,14,6MB,28,"Apr 5th, 2018",Apr 5th,2018
1525,Intel Core i5-8300H,Core i5-8300H,Intel,,Coffee Lake-H,4 / 8,4,8,6,"2,3 to 3,9 GHz",,,,"2,3"," 3,9 GHz","3,90",GHz,"3,1",GHz,"3,1",BGA 1440,14,12MB,45,"Apr 2nd, 2018",Apr 2nd,2018
